Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),156.02,0.00,438.11,,,,,,157.30,,166.06,169.66,187.29,15.55
Active Decode Throughput Per User (tokens/sec/user),156.02,0.00,438.11,,,,,,157.30,,166.06,169.66,187.29,15.55
Active Prefill Throughput (tokens/sec),34066.34,22676.95,35523.03,,,,,,34341.91,,34604.38,34835.84,35523.03,1805.13
Active Prefill Throughput Per User (tokens/sec/user),34066.34,22676.95,35523.03,,,,,,34341.91,,34604.38,34835.84,35523.03,1805.13
Active Total Throughput (tokens/sec),4059.37,137.69,35523.03,,,,,,157.24,,34062.92,34365.01,34720.87,10839.87
Credit-to-Start Latency (ms),4.28,3.00,5.83,273.67,3.32,3.83,4.07,4.12,4.23,4.34,4.56,5.09,5.62,0.39
Decode Duration (ms),1616.83,1608.09,1621.50,103477.35,1608.34,1610.05,1613.53,1615.89,1617.62,1618.86,1619.86,1620.20,1620.86,2.97
E2E Output Token Throughput (tokens/sec/user),138.68,122.60,140.59,8875.82,127.85,133.60,136.59,138.56,139.64,140.15,140.27,140.40,140.53,2.81
Effective Concurrency,1.00,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.07
Effective Decode Concurrency,0.88,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.32
Effective Decode Throughput (tokens/sec),137.38,0.00,438.11,,,,,,156.38,,165.47,168.99,184.77,52.67
Effective Decode Throughput Per User (tokens/sec/user),137.38,0.00,438.11,,,,,,156.38,,165.47,168.99,184.77,52.67
Effective Latency (CO-aware) (ms),1832.45,1822.34,1930.03,117276.96,1823.16,1826.86,1827.43,1829.50,1831.16,1832.69,1833.92,1835.43,1871.72,12.59
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.32
Effective Prefill Throughput (tokens/sec),3901.83,0.00,35523.03,,,,,,0.00,,34062.92,34365.01,34720.87,10866.00
Effective Prefill Throughput Per User (tokens/sec/user),3901.83,0.00,35523.03,,,,,,0.00,,34062.92,34365.01,34720.87,10866.00
Effective Total Throughput (tokens/sec),4039.20,0.00,35523.03,,,,,,157.06,,34062.92,34365.01,34720.87,10816.67
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,254.91,236.00,257.00,16314.00,239.15,249.00,252.00,255.00,256.00,257.00,257.00,257.00,257.00,3.64
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.76,73.02,79.53,5040.67,73.97,77.03,77.93,78.73,79.09,79.35,79.43,79.47,79.52,1.09
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1828.00,1818.38,1925.74,116992.06,1818.78,1822.45,1822.96,1825.22,1826.75,1828.08,1829.45,1830.44,1866.95,12.60
HTTP Receiving (ms),1617.75,1609.84,1621.76,103536.16,1610.12,1610.86,1614.56,1616.85,1618.30,1619.62,1620.37,1620.72,1621.38,2.69
HTTP Sending (ms),0.37,0.15,0.68,23.92,0.27,0.35,0.35,0.35,0.36,0.37,0.39,0.44,0.68,0.07
HTTP Total Time (ms),1828.00,1818.38,1925.74,116992.06,1818.78,1822.45,1822.96,1825.22,1826.75,1828.08,1829.45,1830.44,1866.95,12.60
HTTP Waiting (TTFB) (ms),209.87,201.25,315.31,13431.98,203.18,205.31,206.64,207.35,208.21,208.90,209.95,210.75,256.22,13.48
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),6.39,2.67,19.52,103477.35,5.12,5.85,5.99,6.17,6.33,6.49,6.72,6.95,8.62,0.75
Inter Token Latency (ms),6.41,6.31,7.26,410.14,6.31,6.33,6.33,6.34,6.37,6.41,6.49,6.65,6.97,0.14
OSL Mismatch Diff % (%),-1.01,-12.50,0.39,-64.84,-8.81,-4.63,-2.50,-1.17,-0.39,0.00,0.00,0.00,0.14,1.95
Output Sequence Length (tokens),253.41,224.00,257.00,16218.00,233.45,244.15,249.60,253.00,255.00,256.00,256.00,256.00,256.37,5.00
Output Token Count (tokens),253.41,224.00,257.00,16218.00,233.45,244.15,249.60,253.00,255.00,256.00,256.00,256.00,256.37,5.00
Output Token Throughput Per User (tokens/sec/user),156.11,137.82,158.57,9991.17,143.65,150.42,154.17,155.92,157.07,157.62,157.88,157.99,158.51,3.10
Prefill Throughput Per User (tokens/sec/user),34162.00,22676.94,35523.05,2186367.74,28719.31,33930.89,34057.47,34213.08,34342.69,34469.18,34603.12,34826.16,35222.91,1493.94
Request Latency (ms),1827.27,1818.25,1924.23,116945.37,1818.28,1819.80,1822.40,1824.46,1826.06,1827.32,1829.26,1830.34,1866.19,12.54
Time to First Output Token (ms),210.44,201.81,316.14,13468.02,203.54,205.85,207.18,207.98,208.75,209.52,210.50,211.28,256.94,13.52
Time to First Token (ms),210.44,201.81,316.14,13468.02,203.54,205.85,207.18,207.98,208.75,209.52,210.50,211.28,256.94,13.52
Time to Second Token (ms),7.31,5.42,14.86,468.10,5.49,5.66,6.08,6.58,6.85,7.08,7.32,14.21,14.75,2.11
Tokens In Flight (tokens),7244.48,0.00,7425.00,,,,,,7278.57,,7393.00,7408.00,7420.00,518.07

Metric,Value
Benchmark Duration (sec),117.58
Input Token Throughput (tokens/sec),3901.83
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),137.92
Request Count,64.00
Request Throughput (requests/sec),0.54
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16218.00
Total Output Tokens (tokens),16218.00
Total Token Throughput (tokens/sec),4039.75
