Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4375.68,0.00,14510.49,,,,,,4681.22,,5374.14,5604.23,6074.66,1394.60
Active Decode Throughput Per User (tokens/sec/user),137.58,0.00,534.48,,,,,,146.35,,168.04,175.32,190.22,41.91
Active Prefill Throughput (tokens/sec),68663.85,1585.48,367511.52,,,,,,49396.41,,100416.88,228090.36,367511.52,58553.03
Active Prefill Throughput Per User (tokens/sec/user),2712.48,1574.79,11876.54,,,,,,1816.40,,5469.31,7349.30,11484.74,2072.07
Active Total Throughput (tokens/sec),12802.50,152.45,367511.52,,,,,,4761.34,,48270.55,54825.76,110414.44,29673.31
Credit-to-Start Latency (ms),5.11,1.44,15.71,1308.00,1.65,1.92,2.24,4.18,4.70,6.39,6.92,8.02,11.69,2.02
Decode Duration (ms),1658.70,45.99,1905.48,424628.03,781.06,1656.77,1661.84,1667.93,1674.67,1678.65,1684.79,1703.83,1895.47,159.31
E2E Output Token Throughput (tokens/sec/user),134.51,75.08,151.14,34434.65,110.74,125.48,126.34,127.71,129.09,139.45,148.04,149.39,150.36,9.67
Effective Concurrency,31.78,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,2.21
Effective Decode Concurrency,28.33,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,9.87
Effective Decode Throughput (tokens/sec),4191.50,0.00,14510.49,,,,,,4653.72,,5359.19,5590.65,6067.05,1623.28
Effective Decode Throughput Per User (tokens/sec/user),131.79,0.00,534.48,,,,,,145.50,,167.55,174.83,189.83,49.45
Effective Latency (CO-aware) (ms),1896.68,1698.04,2011.49,485550.66,1706.88,1710.79,1718.27,1819.61,1928.79,2001.21,2007.77,2009.48,2010.76,114.57
Effective Prefill Concurrency,3.45,0.00,32.00,,,,,,0.00,,30.00,30.00,32.00,9.56
Effective Prefill Throughput (tokens/sec),8601.27,0.00,367511.52,,,,,,0.00,,48002.37,54605.81,110414.44,30758.49
Effective Prefill Throughput Per User (tokens/sec/user),339.78,0.00,11876.54,,,,,,0.00,,1622.63,1845.49,6472.54,1159.32
Effective Total Throughput (tokens/sec),12792.77,0.00,367511.52,,,,,,4761.34,,48270.55,54740.86,110414.44,29664.13
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
