Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,0.00
HTTP Connection Overhead (ms),10.70,10.70,10.70,10.70,10.70,10.70,10.70,10.70,10.70,10.70,10.70,10.70,10.70,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,0.00
HTTP Data Sent (KB),28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,0.00
HTTP DNS Lookup (ms),4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,0.00
HTTP Duration (excl. conn) (ms),1929.28,1929.28,1929.28,1929.28,1929.28,1929.28,1929.28,1929.28,1929.28,1929.28,1929.28,1929.28,1929.28,0.00
HTTP Receiving (ms),1610.14,1610.14,1610.14,1610.14,1610.14,1610.14,1610.14,1610.14,1610.14,1610.14,1610.14,1610.14,1610.14,0.00
HTTP Sending (ms),7.55,7.55,7.55,7.55,7.55,7.55,7.55,7.55,7.55,7.55,7.55,7.55,7.55,0.00
HTTP Total Time (ms),1939.99,1939.99,1939.99,1939.99,1939.99,1939.99,1939.99,1939.99,1939.99,1939.99,1939.99,1939.99,1939.99,0.00
HTTP Waiting (TTFB) (ms),311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,0.00
Input Sequence Length (tokens),7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.00
Inter Chunk Latency (ms),6.30,3.37,9.04,1607.23,5.00,5.71,5.87,6.08,6.31,6.49,6.83,7.04,7.44,0.49
Inter Token Latency (ms),6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),158.66,158.66,158.66,158.66,158.66,158.66,158.66,158.66,158.66,158.66,158.66,158.66,158.66,0.00
Prefill Throughput Per User (tokens/sec/user),22429.71,22429.71,22429.71,22429.71,22429.71,22429.71,22429.71,22429.71,22429.71,22429.71,22429.71,22429.71,22429.71,0.00
Request Latency (ms),1927.03,1927.03,1927.03,1927.03,1927.03,1927.03,1927.03,1927.03,1927.03,1927.03,1927.03,1927.03,1927.03,0.00
Time to First Output Token (ms),319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,0.00
Time to First Token (ms),319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,319.80,0.00
Time to Second Token (ms),6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,0.00
Tokens In Flight (tokens),7233.86,0.00,7429.00,,,,,,7274.00,,7398.00,7413.00,7426.00,581.35

Metric,Value
Benchmark Duration (sec),1.93
Input Token Throughput (tokens/sec),3693.57
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),131.82
Request Count,1.00
Request Throughput (requests/sec),0.51
Total Input Sequence Length (tokens),7173.00
Total Output Sequence Length (tokens),256.00
Total Output Tokens (tokens),256.00
Total Token Throughput (tokens/sec),3825.39
