Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,251.38,141.00,257.00,16088.00,164.31,222.95,251.60,255.00,257.00,257.00,257.00,257.00,257.00,18.57
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.65,43.50,79.52,4969.55,50.66,68.59,77.74,78.72,79.21,79.37,79.45,79.47,79.50,5.76
HTTP Data Sent (KB),2.21,2.01,2.46,141.56,2.04,2.07,2.10,2.15,2.21,2.27,2.32,2.34,2.41,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1588.61,1586.18,1595.22,101670.88,1586.36,1586.68,1586.82,1587.63,1588.20,1589.39,1590.75,1591.50,1593.72,1.65
HTTP Receiving (ms),1533.74,1531.82,1536.34,98159.53,1531.88,1532.11,1532.33,1532.92,1533.80,1534.32,1535.13,1535.44,1536.02,1.05
HTTP Sending (ms),0.43,0.25,1.56,27.20,0.31,0.35,0.35,0.36,0.39,0.44,0.46,0.53,1.08,0.16
HTTP Total Time (ms),1588.61,1586.18,1595.22,101670.88,1586.36,1586.68,1586.82,1587.63,1588.20,1589.39,1590.75,1591.50,1593.72,1.65
HTTP Waiting (TTFB) (ms),54.44,51.99,58.91,3484.15,52.08,52.39,52.93,53.43,54.14,55.18,56.40,57.24,58.24,1.46
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.05,0.18,24.17,96607.20,4.58,5.51,5.69,5.87,6.02,6.17,6.35,6.52,7.98,0.74
Inter Token Latency (ms),6.08,5.87,7.74,388.86,5.95,6.01,6.01,6.01,6.02,6.08,6.15,6.18,6.77,0.22
OSL Mismatch Diff % (%),-2.47,-46.09,0.00,-157.81,-36.74,-16.07,-2.62,-1.27,-0.20,0.00,0.00,0.00,0.00,7.52
Output Sequence Length (tokens),249.69,138.00,256.00,15980.00,161.94,214.85,249.30,252.75,255.50,256.00,256.00,256.00,256.00,19.24
Output Token Count (tokens),249.69,138.00,256.00,15980.00,161.94,214.85,249.30,252.75,255.50,256.00,256.00,256.00,256.00,19.24
Output Token Throughput Per User (tokens/sec/user),164.75,129.28,170.43,10544.31,149.40,161.85,162.72,164.42,166.20,166.39,166.47,166.50,168.07,4.75
Prefill Throughput Per User (tokens/sec/user),9301.54,8577.16,9720.44,595298.77,8694.97,8859.85,8938.58,9165.39,9346.04,9472.53,9560.90,9654.13,9715.41,244.03
Request Latency (ms),1564.57,900.91,1591.49,100132.53,1029.77,1584.97,1585.54,1586.56,1587.65,1588.28,1589.31,1590.18,1591.47,109.31
Time to First Output Token (ms),55.08,52.67,59.69,3525.33,52.70,53.03,53.55,54.05,54.78,55.86,57.28,57.79,58.89,1.47
Time to First Token (ms),55.08,52.67,59.69,3525.33,52.70,53.03,53.55,54.05,54.78,55.86,57.28,57.79,58.89,1.47
Time to Second Token (ms),4.72,3.14,10.83,301.85,3.36,3.69,3.98,4.31,4.62,4.88,5.01,5.07,10.76,1.16
Tokens In Flight (tokens),630.40,0.00,768.00,,,,,,634.00,,738.00,752.00,764.00,88.88

Metric,Value
Benchmark Duration (sec),102.27
Input Token Throughput (tokens/sec),320.38
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),156.24
Request Count,64.00
Request Throughput (requests/sec),0.63
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),15980.00
Total Output Tokens (tokens),15980.00
Total Token Throughput (tokens/sec),476.61


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
