Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4149.62,0.00,20640.29,,,,,,4593.63,,5312.59,5572.27,6179.09,1447.48
Active Decode Throughput Per User (tokens/sec/user),135.20,0.00,1086.33,,,,,,144.46,,166.85,175.48,195.67,39.64
Active Prefill Throughput (tokens/sec),43853.66,2920.03,278600.74,,,,,,39389.46,,69346.44,90949.19,278600.74,36310.25
Active Prefill Throughput Per User (tokens/sec/user),4995.51,2121.51,10747.26,,,,,,4123.76,,8196.37,9631.68,10259.54,2056.49
Active Total Throughput (tokens/sec),12526.14,143.26,278600.74,,,,,,4521.38,,41030.63,54119.88,92016.82,22838.23
Credit-to-Start Latency (ms),4.59,1.07,16.01,1174.42,1.16,1.37,1.62,4.05,4.41,5.47,6.44,6.72,9.24,1.79
Decode Duration (ms),1806.68,1470.97,2023.48,462509.87,1608.39,1652.51,1663.39,1710.71,1837.01,1884.52,1937.75,1949.85,1965.82,102.46
E2E Output Token Throughput (tokens/sec/user),132.49,104.82,149.24,33917.87,118.20,121.39,123.49,125.71,129.62,138.96,144.63,147.15,149.02,8.47
Effective Concurrency,31.54,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,2.84
Effective Decode Concurrency,29.68,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,5.47
Effective Decode Throughput (tokens/sec),4135.48,0.00,20640.29,,,,,,4590.87,,5310.26,5570.90,6178.61,1465.11
Effective Decode Throughput Per User (tokens/sec/user),134.74,0.00,1086.33,,,,,,144.41,,166.79,175.40,195.54,40.35
Effective Latency (CO-aware) (ms),1930.84,1703.20,2117.51,494293.91,1722.91,1742.55,1754.39,1845.59,1958.68,2025.48,2054.31,2089.04,2115.36,114.33
Effective Prefill Concurrency,1.87,0.00,32.00,,,,,,0.00,,11.00,13.00,18.00,4.68
Effective Prefill Throughput (tokens/sec),8384.69,0.00,278600.74,,,,,,0.00,,38489.80,52286.17,89629.70,23440.93
Effective Prefill Throughput Per User (tokens/sec/user),955.13,0.00,10747.26,,,,,,0.00,,4036.23,6169.44,9563.54,2160.48
Effective Total Throughput (tokens/sec),12520.17,0.00,278600.74,,,,,,4521.38,,41030.63,54119.88,92016.82,22834.42
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,254.79,217.00,257.00,65226.00,228.10,251.00,253.00,254.00,256.00,257.00,257.00,257.00,257.00,4.57
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.79,66.91,79.57,20171.11,71.32,77.81,78.32,78.61,79.10,79.37,79.46,79.50,79.53,1.37
HTTP Data Sent (KB),2.23,1.90,2.46,570.77,1.98,2.08,2.12,2.16,2.23,2.30,2.34,2.38,2.45,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
