Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),302.30,0.00,493.01,,,,,,315.29,,333.07,336.00,356.91,50.32
Active Decode Throughput Per User (tokens/sec/user),157.48,0.00,311.60,,,,,,157.91,,166.96,168.48,189.64,10.64
Active Prefill Throughput (tokens/sec),48052.79,24026.39,56695.94,,,,,,56695.94,,56695.94,56695.94,56695.94,14410.55
Active Prefill Throughput Per User (tokens/sec/user),27204.64,24026.39,28347.97,,,,,,28347.97,,28347.97,28347.97,28347.97,1906.25
Active Total Throughput (tokens/sec),7790.95,158.55,56695.94,,,,,,315.83,,56695.94,56695.94,56695.94,18268.39
Credit-to-Start Latency (ms),3.81,3.73,3.89,7.62,3.73,3.74,3.75,3.77,3.81,3.85,3.88,3.89,3.89,0.08
Decode Duration (ms),1614.13,1606.92,1621.34,3228.25,1607.06,1607.64,1608.36,1610.52,1614.13,1617.73,1619.89,1620.61,1621.19,7.21
E2E Output Token Throughput (tokens/sec/user),136.71,134.35,139.06,273.41,134.40,134.59,134.82,135.53,136.71,137.88,138.59,138.83,139.02,2.36
Effective Concurrency,1.95,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.24
Effective Decode Concurrency,1.68,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.68
Effective Decode Throughput (tokens/sec),265.84,0.00,493.01,,,,,,313.22,,331.78,335.73,353.81,109.17
Effective Decode Throughput Per User (tokens/sec/user),138.49,0.00,311.60,,,,,,157.10,,166.49,168.21,182.37,52.25
Effective Latency (CO-aware) (ms),1877.67,1844.63,1910.72,3755.35,1845.29,1847.93,1851.24,1861.15,1877.67,1894.20,1904.11,1907.42,1910.06,33.05
Effective Prefill Concurrency,0.27,0.00,2.00,,,,,,0.00,,2.00,2.00,2.00,0.65
Effective Prefill Throughput (tokens/sec),7478.02,0.00,56695.94,,,,,,0.00,,56695.94,56695.94,56695.94,18323.10
Effective Prefill Throughput Per User (tokens/sec/user),4233.61,0.00,28347.97,,,,,,0.00,,28347.97,28347.97,28347.97,9890.19
Effective Total Throughput (tokens/sec),7743.87,0.00,56695.94,,,,,,315.83,,56695.94,56695.94,56695.94,18223.11
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,256.50,256.00,257.00,513.00,256.01,256.05,256.10,256.25,256.50,256.75,256.90,256.95,256.99,0.50
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.11,5.98,6.25,12.23,5.98,5.99,6.01,6.05,6.11,6.18,6.22,6.23,6.24,0.13
HTTP Connection Overhead (ms),10.17,9.94,10.39,20.33,9.95,9.97,9.99,10.06,10.17,10.28,10.34,10.37,10.38,0.22
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),79.39,79.27,79.51,158.77,79.27,79.28,79.29,79.33,79.39,79.45,79.48,79.49,79.50,0.12
HTTP Data Sent (KB),29.18,28.29,30.07,58.36,28.31,28.38,28.47,28.74,29.18,29.62,29.89,29.98,30.05,0.89
HTTP DNS Lookup (ms),4.05,3.97,4.14,8.11,3.97,3.97,3.98,4.01,4.05,4.10,4.12,4.13,4.14,0.09
HTTP Duration (excl. conn) (ms),1873.35,1840.40,1906.31,3746.71,1841.06,1843.69,1846.99,1856.88,1873.35,1889.83,1899.72,1903.02,1905.65,32.96
HTTP Receiving (ms),1614.95,1608.46,1621.45,3229.91,1608.59,1609.11,1609.76,1611.71,1614.95,1618.20,1620.15,1620.80,1621.32,6.49
HTTP Sending (ms),7.18,7.02,7.34,14.36,7.02,7.04,7.05,7.10,7.18,7.26,7.31,7.32,7.34,0.16
HTTP Total Time (ms),1883.52,1850.34,1916.70,3767.04,1851.00,1853.66,1856.98,1866.93,1883.52,1900.11,1910.06,1913.38,1916.04,33.18
HTTP Waiting (TTFB) (ms),251.22,211.93,290.51,502.44,212.72,215.86,219.79,231.57,251.22,270.87,282.65,286.58,289.72,39.29
Input Sequence Length (tokens),7173.00,7173.00,7173.00,14346.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.00
Inter Chunk Latency (ms),6.33,4.20,8.95,3228.25,5.19,5.77,5.90,6.12,6.29,6.52,6.77,6.90,7.91,0.46
Inter Token Latency (ms),6.33,6.30,6.36,12.66,6.30,6.30,6.31,6.32,6.33,6.34,6.35,6.36,6.36,0.03
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),256.00,256.00,256.00,512.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,512.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),157.98,157.28,158.69,315.97,157.29,157.35,157.42,157.63,157.98,158.34,158.55,158.62,158.67,0.71
Prefill Throughput Per User (tokens/sec/user),28347.98,24026.40,32669.57,56695.97,24112.83,24458.55,24890.71,26187.19,28347.98,30508.78,31805.25,32237.41,32583.14,4321.59
Request Latency (ms),1873.18,1840.90,1905.47,3746.36,1841.54,1844.13,1847.35,1857.04,1873.18,1889.32,1899.01,1902.24,1904.82,32.28
Time to First Output Token (ms),259.05,219.56,298.55,518.11,220.35,223.51,227.46,239.31,259.05,278.80,290.65,294.60,297.76,39.49
Time to First Token (ms),259.05,219.56,298.55,518.11,220.35,223.51,227.46,239.31,259.05,278.80,290.65,294.60,297.76,39.49
Time to Second Token (ms),6.18,5.66,6.70,12.36,5.67,5.71,5.76,5.92,6.18,6.44,6.59,6.65,6.69,0.52
Tokens In Flight (tokens),14227.86,0.00,14847.00,,,,,,14543.00,,14787.00,14817.00,14841.00,1716.40

Metric,Value
Benchmark Duration (sec),1.91
Input Token Throughput (tokens/sec),7478.02
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),266.89
Request Count,2.00
Request Throughput (requests/sec),1.04
Total Input Sequence Length (tokens),14346.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),7744.91
