Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),959.79,0.00,7072.19,,,,,,964.47,,1065.11,1117.52,1250.85,125.86
Active Decode Throughput Per User (tokens/sec/user),120.52,0.00,884.02,,,,,,120.74,,133.29,140.15,162.95,15.12
Active Prefill Throughput (tokens/sec),389977.91,48196.18,642295.16,,,,,,411197.02,,461890.56,642295.16,642295.16,135855.82
Active Prefill Throughput Per User (tokens/sec/user),54797.25,48196.18,80286.90,,,,,,51574.11,,59016.97,80286.90,80286.90,7726.71
Active Total Throughput (tokens/sec),26856.69,121.72,642295.16,,,,,,977.20,,981.65,403957.46,461890.56,103102.04
Credit-to-Start Latency (ms),4.78,2.23,9.35,305.73,2.27,2.50,2.61,4.30,4.70,5.00,7.12,7.40,8.98,1.56
Decode Duration (ms),2060.96,1727.12,2075.33,131901.43,1920.89,2058.85,2061.22,2064.45,2066.83,2069.11,2071.15,2072.67,2075.14,42.44
E2E Output Token Throughput (tokens/sec/user),114.30,31.56,119.89,7314.94,81.61,113.16,113.65,114.52,115.72,116.25,117.44,118.65,119.50,10.54
Effective Concurrency,7.96,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.47
Effective Decode Concurrency,7.49,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.93
Effective Decode Throughput (tokens/sec),902.56,0.00,7072.19,,,,,,958.73,,1062.03,1113.07,1245.42,257.97
Effective Decode Throughput Per User (tokens/sec/user),113.33,0.00,884.02,,,,,,119.94,,132.87,139.44,161.32,32.09
Effective Latency (CO-aware) (ms),2204.70,2138.83,2225.58,141100.63,2145.47,2163.37,2164.20,2194.38,2213.56,2218.12,2220.75,2223.69,2224.71,20.16
Effective Prefill Concurrency,0.47,0.00,8.00,,,,,,0.00,,0.00,8.00,8.00,1.85
Effective Prefill Throughput (tokens/sec),25941.13,0.00,642295.16,,,,,,0.00,,0.00,403957.46,461890.56,103301.81
Effective Prefill Throughput Per User (tokens/sec/user),3645.09,0.00,80286.90,,,,,,0.00,,0.00,50592.40,57736.32,13799.47
Effective Total Throughput (tokens/sec),26843.69,0.00,642295.16,,,,,,977.20,,981.65,403957.46,461890.56,103078.78
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,252.86,133.00,257.00,16183.00,185.29,248.45,252.00,254.00,256.00,257.00,257.00,257.00,257.00,16.02
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.13,40.51,79.52,5000.54,56.98,76.88,77.96,78.60,79.14,79.34,79.44,79.47,79.51,5.02
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2199.68,2136.27,2222.75,140779.71,2142.65,2160.68,2161.44,2189.31,2208.69,2212.65,2215.35,2217.33,2219.67,19.50
HTTP Receiving (ms),2069.77,2040.05,2075.79,132465.40,2051.87,2061.72,2064.33,2066.00,2071.68,2073.37,2074.75,2075.48,2075.68,5.63
HTTP Sending (ms),0.52,0.22,1.65,33.04,0.23,0.25,0.38,0.40,0.44,0.51,0.71,0.81,1.65,0.28
HTTP Total Time (ms),2199.68,2136.27,2222.75,140779.71,2142.65,2160.68,2161.44,2189.31,2208.69,2212.65,2215.35,2217.33,2219.67,19.50
HTTP Waiting (TTFB) (ms),129.39,73.50,148.07,8281.26,80.23,88.04,97.02,123.98,136.81,140.04,141.95,146.12,147.85,17.38
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),8.21,0.00,31.59,131901.43,5.51,6.76,7.18,7.67,8.11,8.57,9.12,9.68,15.55,1.34
Inter Token Latency (ms),8.52,8.04,30.39,545.04,8.06,8.08,8.09,8.11,8.13,8.23,8.29,8.35,16.60,2.76
OSL Mismatch Diff % (%),-2.18,-73.05,0.00,-139.45,-37.36,-3.46,-2.34,-1.56,-0.59,0.00,0.00,0.00,0.00,9.19
Output Sequence Length (tokens),250.42,69.00,256.00,16027.00,160.35,247.15,250.00,252.00,254.50,256.00,256.00,256.00,256.00,23.53
Output Token Count (tokens),250.42,69.00,256.00,16027.00,160.35,247.15,250.00,252.00,254.50,256.00,256.00,256.00,256.00,23.53
Output Token Throughput Per User (tokens/sec/user),121.03,32.90,124.34,7745.88,86.26,119.76,120.67,121.45,123.03,123.33,123.60,123.72,124.05,11.18
Prefill Throughput Per User (tokens/sec/user),56413.51,48196.15,96460.15,3610464.65,48209.11,48835.60,50162.07,50976.89,52063.71,57505.81,74584.43,80701.56,88765.03,10156.05
Request Latency (ms),2191.12,1851.84,2219.66,140231.76,2030.40,2153.88,2155.25,2188.16,2205.76,2209.48,2212.97,2214.10,2218.42,47.13
Time to First Output Token (ms),130.16,74.32,148.75,8330.33,81.10,88.83,97.55,124.67,137.70,140.63,142.92,146.80,148.71,17.37
Time to First Token (ms),130.16,74.32,148.75,8330.33,81.10,88.83,97.55,124.67,137.70,140.63,142.92,146.80,148.71,17.37
Time to Second Token (ms),4.94,0.00,14.89,316.38,0.14,1.59,3.60,3.93,4.73,5.41,6.01,10.09,14.19,2.45
Tokens In Flight (tokens),58022.25,0.00,59387.00,,,,,,58296.22,,59137.00,59255.23,59348.06,3448.85

Metric,Value
Benchmark Duration (sec),17.68
Input Token Throughput (tokens/sec),25941.13
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),906.18
Request Count,64.00
Request Throughput (requests/sec),3.62
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16027.00
Total Output Tokens (tokens),16027.00
Total Token Throughput (tokens/sec),26847.31


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
