Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),327.06,0.00,1553.10,,,,,,330.02,,347.30,354.85,387.75,31.24
Active Decode Throughput Per User (tokens/sec/user),164.13,0.00,776.55,,,,,,165.06,,173.75,177.68,196.43,14.44
Active Prefill Throughput (tokens/sec),16805.24,8551.76,22076.54,,,,,,18363.72,,18950.62,18986.72,22076.54,3750.71
Active Prefill Throughput Per User (tokens/sec/user),9274.76,8551.76,11321.89,,,,,,9200.37,,9478.95,10587.50,11038.27,412.05
Active Total Throughput (tokens/sec),956.82,139.46,22076.54,,,,,,329.61,,331.69,333.74,18598.45,3241.51
Credit-to-Start Latency (ms),4.28,2.61,7.76,273.94,3.29,3.90,3.98,4.04,4.13,4.30,4.80,5.24,6.50,0.62
Decode Duration (ms),1532.76,1297.44,1547.08,98096.67,1435.10,1523.04,1530.35,1532.59,1534.41,1542.47,1543.27,1543.67,1546.28,30.30
E2E Output Token Throughput (tokens/sec/user),159.57,155.50,163.73,10212.34,155.75,156.81,157.16,158.24,159.91,161.09,161.35,161.51,163.12,1.70
Effective Concurrency,1.99,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.13
Effective Decode Concurrency,1.92,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.38
Effective Decode Throughput (tokens/sec),315.07,0.00,1553.10,,,,,,329.40,,346.79,354.36,387.20,68.69
Effective Decode Throughput Per User (tokens/sec/user),158.11,0.00,776.55,,,,,,164.74,,173.56,177.44,195.92,33.95
Effective Latency (CO-aware) (ms),1596.87,1568.88,1607.34,102199.51,1569.25,1587.58,1590.87,1592.31,1596.42,1603.61,1605.18,1606.06,1607.25,8.05
Effective Prefill Concurrency,0.07,0.00,2.00,,,,,,0.00,,0.00,0.00,2.00,0.35
Effective Prefill Throughput (tokens/sec),639.19,0.00,22076.54,,,,,,0.00,,0.00,0.00,18598.45,3296.71
Effective Prefill Throughput Per User (tokens/sec/user),352.77,0.00,11321.89,,,,,,0.00,,0.00,0.00,9387.11,1775.91
