Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),554.49,0.00,3819.34,,,,,,559.74,,610.71,628.18,719.24,64.19
Active Decode Throughput Per User (tokens/sec/user),139.19,0.00,1273.11,,,,,,140.01,,152.87,157.39,184.93,15.95
Active Prefill Throughput (tokens/sec),245880.98,59986.86,316118.72,,,,,,256159.99,,286934.52,309115.99,316118.72,60939.47
Active Prefill Throughput Per User (tokens/sec/user),66946.47,59986.86,93040.87,,,,,,64955.76,,72025.04,77279.00,79029.68,5159.90
Active Total Throughput (tokens/sec),15592.25,138.80,316118.72,,,,,,564.71,,569.31,247321.15,285473.08,60747.16
Credit-to-Start Latency (ms),4.74,3.06,10.57,303.63,3.54,3.88,4.07,4.32,4.50,4.68,5.22,5.94,9.51,1.11
Decode Duration (ms),1786.44,1758.66,1806.34,114332.17,1762.29,1778.95,1782.32,1784.19,1787.13,1789.73,1791.30,1792.67,1798.45,6.33
E2E Output Token Throughput (tokens/sec/user),132.00,79.75,136.30,8448.21,86.21,131.13,131.95,132.77,134.41,135.05,135.63,135.95,136.25,9.66
Effective Concurrency,3.98,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.24
Effective Decode Concurrency,3.75,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.95
Effective Decode Throughput (tokens/sec),522.62,0.00,3819.34,,,,,,556.88,,608.97,626.75,716.63,143.32
Effective Decode Throughput Per User (tokens/sec/user),131.19,0.00,1273.11,,,,,,139.31,,152.44,157.01,184.30,35.91
Effective Latency (CO-aware) (ms),1900.04,1879.52,1913.50,121602.68,1882.30,1886.21,1886.85,1893.13,1902.33,1907.50,1910.53,1911.17,1913.15,9.01
Effective Prefill Concurrency,0.22,0.00,4.00,,,,,,0.00,,0.00,4.00,4.00,0.90
Effective Prefill Throughput (tokens/sec),15050.26,0.00,316118.72,,,,,,0.00,,0.00,247321.15,285473.08,60838.89
Effective Prefill Throughput Per User (tokens/sec/user),4097.76,0.00,93040.87,,,,,,0.00,,0.00,62558.44,71368.27,16098.72
Effective Total Throughput (tokens/sec),15572.88,0.00,316118.72,,,,,,564.71,,569.31,247321.15,285473.08,60711.88
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,251.81,172.00,257.00,16116.00,181.45,250.00,251.30,254.00,255.50,257.00,257.00,257.00,257.00,15.34
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.85,52.68,79.51,4982.35,55.74,77.41,78.01,78.51,79.02,79.36,79.47,79.50,79.51,4.82
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1895.09,1870.22,1909.39,121285.47,1873.27,1881.43,1882.29,1887.40,1897.61,1903.03,1905.88,1906.59,1908.56,9.45
HTTP Receiving (ms),1788.38,1763.16,1806.64,114456.43,1764.78,1782.72,1783.85,1786.07,1789.29,1791.10,1793.13,1794.04,1800.27,5.79
HTTP Sending (ms),0.45,0.34,1.44,28.68,0.35,0.35,0.35,0.36,0.39,0.45,0.57,0.68,1.43,0.20
HTTP Total Time (ms),1895.09,1870.22,1909.39,121285.47,1873.27,1881.43,1882.29,1887.40,1897.61,1903.03,1905.88,1906.59,1908.56,9.45
HTTP Waiting (TTFB) (ms),106.26,76.51,118.62,6800.36,80.40,91.12,95.44,100.38,108.55,113.06,115.08,117.06,118.43,8.97
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),7.15,0.00,27.47,114332.17,4.99,6.15,6.39,6.70,7.02,7.35,7.71,8.07,14.04,1.23
Inter Token Latency (ms),7.23,6.90,11.90,463.02,6.95,6.99,7.00,7.01,7.07,7.12,7.17,7.22,11.04,0.80
OSL Mismatch Diff % (%),-2.37,-41.41,0.00,-151.56,-36.24,-3.01,-2.34,-1.56,-0.78,0.00,0.00,0.00,0.00,7.17
Output Sequence Length (tokens),249.94,150.00,256.00,15996.00,163.23,248.30,250.00,252.00,254.00,256.00,256.00,256.00,256.00,18.35
Output Token Count (tokens),249.94,150.00,256.00,15996.00,163.23,248.30,250.00,252.00,254.00,256.00,256.00,256.00,256.00,18.35
Output Token Throughput Per User (tokens/sec/user),139.34,84.06,145.00,8918.05,90.90,138.42,139.39,140.54,141.46,142.62,142.92,143.00,143.91,10.24
Prefill Throughput Per User (tokens/sec/user),67555.90,59986.90,93040.93,4323577.50,60174.37,60917.23,61938.33,63093.84,65713.47,70902.31,74636.78,77135.79,87798.51,6273.21
Request Latency (ms),1893.37,1870.32,1907.97,121175.75,1872.85,1879.32,1880.28,1884.86,1895.47,1902.43,1904.40,1905.62,1907.25,9.74
Time to First Output Token (ms),106.93,77.05,119.51,6843.58,81.82,92.94,96.08,101.11,109.09,113.62,115.74,117.68,119.14,8.84
Time to First Token (ms),106.93,77.05,119.51,6843.58,81.82,92.94,96.08,101.11,109.09,113.62,115.74,117.68,119.14,8.84
Time to Second Token (ms),4.96,0.00,27.47,317.57,0.00,0.04,3.47,4.23,4.70,5.05,5.73,8.58,17.59,3.43
Tokens In Flight (tokens),28999.02,0.00,29694.00,,,,,,29150.53,,29564.26,29621.14,29675.03,1765.50

Metric,Value
Benchmark Duration (sec),30.47
Input Token Throughput (tokens/sec),15050.26
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),524.72
Request Count,64.00
Request Throughput (requests/sec),2.10
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),15996.00
Total Output Tokens (tokens),15996.00
Total Token Throughput (tokens/sec),15574.98


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
