Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3760.70,0.00,34638.64,,,,,,3778.43,,5028.19,5843.83,11156.48,1928.99
Active Decode Throughput Per User (tokens/sec/user),118.41,0.00,1082.46,,,,,,118.23,,157.51,183.24,348.76,59.27
Active Prefill Throughput (tokens/sec),45944.98,838.89,259281.27,,,,,,36125.32,,172739.33,177375.57,253211.98,55075.23
Active Prefill Throughput Per User (tokens/sec/user),1812.37,838.72,8940.56,,,,,,1158.15,,5542.99,6125.51,8102.54,1837.86
Active Total Throughput (tokens/sec),10809.28,128.77,259281.27,,,,,,4204.54,,15868.17,36664.55,177375.57,26701.87
Credit-to-Start Latency (ms),4.40,1.12,23.80,1127.13,1.21,1.47,2.27,3.81,4.10,5.43,5.91,6.07,6.52,1.84
Decode Duration (ms),1960.80,1266.46,2409.88,501965.89,1439.98,1887.44,1890.05,1896.98,1908.02,1922.76,2172.51,2177.93,2281.17,143.23
E2E Output Token Throughput (tokens/sec/user),114.58,82.28,131.28,29333.37,93.39,99.98,100.56,101.45,112.78,128.28,129.68,130.57,131.08,13.78
Effective Concurrency,31.85,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,1.85
Effective Decode Concurrency,27.98,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,9.78
Effective Decode Throughput (tokens/sec),3556.14,0.00,34638.64,,,,,,3731.65,,4972.86,5758.17,11085.40,2060.59
Effective Decode Throughput Per User (tokens/sec/user),111.97,0.00,1082.46,,,,,,116.74,,155.75,180.65,346.56,63.59
Effective Latency (CO-aware) (ms),2255.94,1956.72,2535.01,577521.81,1957.24,1964.17,1968.75,1996.01,2259.22,2521.89,2529.07,2531.45,2534.44,265.43
Effective Prefill Concurrency,3.87,0.00,32.00,,,,,,0.00,,16.00,31.00,32.00,9.57
Effective Prefill Throughput (tokens/sec),7242.01,0.00,259281.27,,,,,,0.00,,14046.05,36664.55,177375.57,27539.13
Effective Prefill Throughput Per User (tokens/sec/user),285.67,0.00,8940.56,,,,,,0.00,,973.64,1225.84,6069.29,984.15
Effective Total Throughput (tokens/sec),10798.15,0.00,259281.27,,,,,,4204.54,,15868.17,36664.55,177375.57,26690.38
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,200.45,121.00,235.00,51314.00,143.30,179.00,182.00,187.00,195.00,219.00,225.00,228.25,232.45,18.94
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),65.48,38.99,75.12,16762.99,47.36,58.92,59.82,61.58,63.86,71.27,73.02,73.59,74.74,5.84
HTTP Data Sent (KB),2.23,1.90,2.46,570.77,1.98,2.08,2.12,2.16,2.23,2.30,2.34,2.38,2.45,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2251.33,1937.09,2530.95,576341.05,1955.17,1962.65,1967.06,1990.83,2254.32,2517.46,2524.34,2527.15,2530.19,265.27
HTTP Receiving (ms),1978.06,1852.85,2427.16,506383.41,1890.88,1896.21,1898.92,1903.00,1913.38,1983.59,2182.07,2185.42,2284.80,123.92
HTTP Sending (ms),0.44,0.17,0.77,111.46,0.26,0.30,0.36,0.38,0.44,0.48,0.52,0.56,0.59,0.08
HTTP Total Time (ms),2251.33,1937.09,2530.95,576341.05,1955.17,1962.65,1967.06,1990.83,2254.32,2517.46,2524.34,2527.15,2530.19,265.27
HTTP Waiting (TTFB) (ms),272.84,50.15,610.00,69846.18,58.90,62.30,65.69,88.12,100.61,417.78,598.70,602.22,608.76,213.63
Input Sequence Length (tokens),512.00,512.00,512.00,131072.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),9.36,0.00,273.34,501965.89,0.00,0.00,0.22,4.96,8.49,12.35,16.98,20.50,28.73,10.76
Inter Token Latency (ms),7.80,7.32,10.65,1997.84,7.40,7.41,7.43,7.47,7.55,7.93,8.59,8.65,9.46,0.53
OSL Mismatch Diff % (%),-1.40,-39.84,0.39,-358.59,-25.25,-2.83,-2.34,-1.56,-0.39,0.00,0.00,0.00,0.00,4.31
Output Sequence Length (tokens),252.41,154.00,257.00,64618.00,191.35,248.75,250.00,252.00,255.00,256.00,256.00,256.00,256.00,11.05
Output Token Count (tokens),252.41,154.00,257.00,64618.00,191.35,248.75,250.00,252.00,255.00,256.00,256.00,256.00,256.00,11.05
Output Token Throughput Per User (tokens/sec/user),128.68,93.90,136.58,32942.00,105.70,115.60,116.45,126.29,132.51,133.80,134.60,134.91,135.17,7.95
Prefill Throughput Per User (tokens/sec/user),3776.65,838.56,10125.24,966822.37,840.29,849.20,854.32,1272.84,5057.04,5765.80,7736.18,8144.31,8612.94,2684.54
Request Latency (ms),2234.30,1350.63,2529.81,571979.60,1668.36,1955.32,1961.33,1981.05,2008.61,2508.40,2518.47,2523.02,2527.84,278.79
Time to First Output Token (ms),273.49,50.57,610.57,70013.71,59.47,62.87,66.18,88.80,101.25,418.48,599.31,602.92,609.31,213.64
Time to First Token (ms),273.49,50.57,610.57,70013.71,59.47,62.87,66.18,88.80,101.25,418.48,599.31,602.92,609.31,213.64
Time to Second Token (ms),69.51,0.00,273.34,17795.53,1.16,4.16,5.53,6.98,9.11,22.83,262.90,265.30,269.77,107.30
Tokens In Flight (tokens),19776.65,0.00,24522.64,,,,,,19775.04,,23525.42,23980.35,24361.45,2833.06

Metric,Value
Benchmark Duration (sec),18.09
Input Token Throughput (tokens/sec),7242.01
OSL Mismatch Count,8.00
Output Token Throughput (tokens/sec),3570.28
Request Count,256.00
Request Throughput (requests/sec),14.14
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),64618.00
Total Output Tokens (tokens),64618.00
Total Token Throughput (tokens/sec),10812.29
