Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),161.62,0.00,1226.72,,,,,,160.58,,167.53,171.52,283.10,56.71
Active Decode Throughput Per User (tokens/sec/user),161.62,0.00,1226.72,,,,,,160.58,,167.53,171.52,283.10,56.71
Active Prefill Throughput (tokens/sec),19940.10,19940.10,19940.10,,,,,,19940.10,,19940.10,19940.10,19940.10,0.00
Active Prefill Throughput Per User (tokens/sec/user),19940.10,19940.10,19940.10,,,,,,19940.10,,19940.10,19940.10,19940.10,0.00
Active Total Throughput (tokens/sec),3833.76,161.62,19940.10,,,,,,161.62,,19940.10,19940.10,19940.10,7690.56
Credit-to-Start Latency (ms),3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,0.00
Decode Duration (ms),1577.80,1577.80,1577.80,1577.80,1577.80,1577.80,1577.80,1577.80,1577.80,1577.80,1577.80,1577.80,1577.80,0.00
E2E Output Token Throughput (tokens/sec/user),132.13,132.13,132.13,132.13,132.13,132.13,132.13,132.13,132.13,132.13,132.13,132.13,132.13,0.00
Effective Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.08
Effective Decode Concurrency,0.81,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.39
Effective Decode Throughput (tokens/sec),130.85,0.00,1226.72,,,,,,159.12,,166.40,170.05,197.10,81.43
Effective Decode Throughput Per User (tokens/sec/user),130.85,0.00,1226.72,,,,,,159.12,,166.40,170.05,197.10,81.43
Effective Latency (CO-aware) (ms),1941.17,1941.17,1941.17,1941.17,1941.17,1941.17,1941.17,1941.17,1941.17,1941.17,1941.17,1941.17,1941.17,0.00
Effective Prefill Concurrency,0.18,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.39
Effective Prefill Throughput (tokens/sec),3680.67,0.00,19940.10,,,,,,0.00,,19940.10,19940.10,19940.10,7736.00
Effective Prefill Throughput Per User (tokens/sec/user),3680.67,0.00,19940.10,,,,,,0.00,,19940.10,19940.10,19940.10,7736.00
Effective Total Throughput (tokens/sec),3811.52,0.00,19940.10,,,,,,161.62,,19940.10,19940.10,19940.10,7673.75
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,253.00,253.00,253.00,253.00,253.00,253.00,253.00,253.00,253.00,253.00,253.00,253.00,253.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,0.00
HTTP Connection Overhead (ms),9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,0.00
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,63.81,0.00
HTTP Data Sent (KB),28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,28.29,0.00
HTTP DNS Lookup (ms),3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,0.00
HTTP Duration (excl. conn) (ms),1937.03,1937.03,1937.03,1937.03,1937.03,1937.03,1937.03,1937.03,1937.03,1937.03,1937.03,1937.03,1937.03,0.00
HTTP Receiving (ms),1577.92,1577.92,1577.92,1577.92,1577.92,1577.92,1577.92,1577.92,1577.92,1577.92,1577.92,1577.92,1577.92,0.00
HTTP Sending (ms),6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,6.47,0.00
HTTP Total Time (ms),1946.25,1946.25,1946.25,1946.25,1946.25,1946.25,1946.25,1946.25,1946.25,1946.25,1946.25,1946.25,1946.25,0.00
HTTP Waiting (TTFB) (ms),352.63,352.63,352.63,352.63,352.63,352.63,352.63,352.63,352.63,352.63,352.63,352.63,352.63,0.00
Input Sequence Length (tokens),7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.00
Inter Chunk Latency (ms),6.26,0.85,11.56,1577.80,0.88,5.73,5.98,6.17,6.28,6.40,6.58,6.91,11.22,1.17
Inter Token Latency (ms),6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,0.00
