Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1109.38,0.00,2054.19,,,,,,1126.46,,1209.91,1241.88,1350.44,135.81
Active Decode Throughput Per User (tokens/sec/user),140.75,0.00,496.84,,,,,,141.02,,151.80,156.54,177.52,14.20
Active Prefill Throughput (tokens/sec),421701.35,53619.29,588667.18,,,,,,495781.47,,569990.18,588667.18,588667.18,151283.93
Active Prefill Throughput Per User (tokens/sec/user),63949.16,53619.29,87622.01,,,,,,62278.80,,71248.77,73583.40,73583.40,4606.07
Active Total Throughput (tokens/sec),31069.29,140.73,588667.18,,,,,,1133.87,,1139.11,347857.83,526954.90,115439.38
Credit-to-Start Latency (ms),4.68,2.45,10.49,299.79,2.51,2.77,3.46,4.20,4.48,4.83,5.53,7.30,9.59,1.32
Decode Duration (ms),1787.84,1775.00,1800.15,114421.89,1776.88,1779.47,1782.04,1784.56,1787.74,1791.16,1794.22,1796.63,1798.54,5.10
E2E Output Token Throughput (tokens/sec/user),133.22,103.21,137.33,8526.34,110.77,130.47,131.73,132.97,134.13,135.02,135.90,136.74,137.10,4.79
Effective Concurrency,7.95,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.42
Effective Decode Concurrency,7.49,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.87
Effective Decode Throughput (tokens/sec),1054.16,0.00,2054.19,,,,,,1122.76,,1208.01,1238.67,1347.66,275.21
Effective Decode Throughput Per User (tokens/sec/user),133.74,0.00,496.84,,,,,,140.56,,151.47,156.11,176.32,33.59
Effective Latency (CO-aware) (ms),1904.88,1865.16,1935.71,121912.59,1865.27,1875.90,1882.84,1895.90,1908.92,1916.30,1920.35,1929.62,1934.35,16.05
Effective Prefill Concurrency,0.46,0.00,8.00,,,,,,0.00,,0.00,5.00,8.00,1.77
Effective Prefill Throughput (tokens/sec),29995.95,0.00,588667.18,,,,,,0.00,,0.00,347857.83,526954.90,115661.28
Effective Prefill Throughput Per User (tokens/sec/user),4548.75,0.00,87622.01,,,,,,0.00,,0.00,61630.70,71248.77,16483.54
Effective Total Throughput (tokens/sec),31050.11,0.00,588667.18,,,,,,1133.87,,1139.11,347857.83,526954.90,115406.31
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,254.31,217.00,257.00,16276.00,218.26,249.60,253.00,255.00,256.00,257.00,257.00,257.00,257.00,6.78
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.66,67.27,79.60,5034.44,67.55,77.49,78.30,78.80,79.16,79.36,79.45,79.49,79.56,2.07
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1899.92,1859.91,1928.85,121595.13,1860.22,1871.07,1877.72,1889.83,1904.41,1910.26,1915.50,1924.83,1928.26,15.92
HTTP Receiving (ms),1789.30,1777.65,1800.16,114515.15,1779.01,1780.77,1782.73,1785.98,1789.84,1791.60,1795.88,1796.89,1798.69,4.85
HTTP Sending (ms),0.55,0.26,2.07,35.17,0.31,0.35,0.36,0.38,0.40,0.55,0.71,1.54,1.85,0.36
HTTP Total Time (ms),1899.92,1859.91,1928.85,121595.13,1860.22,1871.07,1877.72,1889.83,1904.41,1910.26,1915.50,1924.83,1928.26,15.92
HTTP Waiting (TTFB) (ms),110.08,79.24,147.08,7044.81,80.47,83.76,86.67,102.59,112.58,119.54,123.57,130.08,138.81,14.71
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),7.08,0.00,214.57,114421.89,5.06,6.05,6.32,6.68,7.02,7.36,7.72,8.03,9.65,1.90
Inter Token Latency (ms),7.11,6.98,9.15,454.83,6.98,6.99,7.00,7.01,7.04,7.08,7.16,7.22,8.54,0.30
OSL Mismatch Diff % (%),-1.20,-23.44,0.00,-76.56,-17.78,-2.73,-1.95,-0.78,-0.39,0.00,0.00,0.00,0.00,3.40
Output Sequence Length (tokens),252.94,196.00,256.00,16188.00,210.49,249.00,251.00,254.00,255.00,256.00,256.00,256.00,256.00,8.72
Output Token Count (tokens),252.94,196.00,256.00,16188.00,210.49,249.00,251.00,254.00,255.00,256.00,256.00,256.00,256.00,8.72
Output Token Throughput Per User (tokens/sec/user),140.92,109.25,143.29,9018.68,117.50,138.42,139.69,141.18,142.05,142.63,142.96,143.06,143.26,4.86
Prefill Throughput Per User (tokens/sec/user),65890.56,48507.66,89761.42,4216995.76,51520.79,54315.40,57689.76,59653.60,63352.20,69141.30,82076.81,84934.76,88413.57,9572.95
Request Latency (ms),1898.76,1857.48,1928.84,121520.41,1857.70,1869.39,1877.12,1887.79,1902.63,1910.07,1914.45,1922.46,1927.84,15.96
Time to First Output Token (ms),110.91,79.86,147.79,7098.51,81.09,84.41,87.34,103.72,113.16,120.18,124.26,132.02,139.43,14.73
Time to First Token (ms),110.91,79.86,147.79,7098.51,81.09,84.41,87.34,103.72,113.16,120.18,124.26,132.02,139.43,14.73
Time to Second Token (ms),5.43,0.00,21.90,347.39,0.00,2.84,3.66,4.40,5.03,5.37,5.72,10.77,19.90,3.43
Tokens In Flight (tokens),57954.87,0.00,59386.01,,,,,,58304.05,,59140.13,59248.13,59340.12,3101.66

Metric,Value
Benchmark Duration (sec),15.29
Input Token Throughput (tokens/sec),29995.95
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),1058.34
Request Count,64.00
Request Throughput (requests/sec),4.18
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16188.00
Total Output Tokens (tokens),16188.00
Total Token Throughput (tokens/sec),31054.29


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
