Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1243.09,0.00,5681.69,,,,,,1262.62,,1326.29,1348.72,2133.37,351.46
Active Decode Throughput Per User (tokens/sec/user),156.36,0.00,712.33,,,,,,157.86,,165.82,168.68,266.67,42.16
Active Prefill Throughput (tokens/sec),42991.61,5696.85,56632.00,,,,,,46364.27,,52680.78,56632.00,56632.00,12879.04
Active Prefill Throughput Per User (tokens/sec/user),6299.92,5623.19,7889.05,,,,,,6223.34,,7079.00,7079.00,7889.05,486.49
Active Total Throughput (tokens/sec),3608.90,155.75,56632.00,,,,,,1266.93,,1271.46,23220.88,52386.29,10098.06
Credit-to-Start Latency (ms),4.92,3.06,11.37,315.19,3.12,3.57,3.90,4.04,4.40,5.31,6.72,7.91,10.32,1.55
Decode Duration (ms),1601.23,1576.31,1617.53,102478.95,1583.38,1591.85,1595.33,1597.67,1599.79,1602.90,1612.65,1614.82,1616.63,7.23
E2E Output Token Throughput (tokens/sec/user),150.43,119.45,153.33,9627.45,135.63,147.49,148.72,149.99,151.54,152.16,152.54,152.78,153.20,4.24
Effective Concurrency,7.94,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,0.53
Effective Decode Concurrency,7.56,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.78
Effective Decode Throughput (tokens/sec),1189.80,0.00,5681.69,,,,,,1259.57,,1324.27,1347.87,2110.51,426.18
Effective Decode Throughput Per User (tokens/sec/user),149.66,0.00,712.33,,,,,,157.46,,165.59,168.51,264.17,52.01
Effective Latency (CO-aware) (ms),1688.88,1678.07,1713.03,108088.31,1678.10,1679.97,1681.32,1683.93,1687.67,1691.01,1704.26,1706.83,1711.50,8.03
Effective Prefill Concurrency,0.39,0.00,8.00,,,,,,0.00,,0.00,4.00,8.00,1.66
Effective Prefill Throughput (tokens/sec),2415.58,0.00,56632.00,,,,,,0.00,,0.00,23220.88,52386.29,10360.24
Effective Prefill Throughput Per User (tokens/sec/user),353.98,0.00,7889.05,,,,,,0.00,,0.00,5752.06,6585.10,1455.34
Effective Total Throughput (tokens/sec),3605.39,0.00,56632.00,,,,,,1266.93,,1271.46,23220.88,52386.29,10093.78
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,254.95,254.00,256.00,16317.00,254.00,254.00,254.00,254.00,255.00,255.25,256.00,256.00,256.00,0.74
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),64.24,63.84,64.65,4111.56,63.86,64.01,64.03,64.09,64.22,64.36,64.54,64.61,64.65,0.20
HTTP Data Sent (KB),2.21,2.01,2.46,141.56,2.04,2.07,2.10,2.15,2.21,2.27,2.32,2.34,2.41,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1683.69,1671.19,1707.46,107756.21,1671.22,1671.96,1675.28,1678.18,1681.73,1686.40,1699.74,1702.65,1706.75,8.62
HTTP Receiving (ms),1601.98,1587.54,1617.54,102526.40,1587.97,1595.19,1596.11,1597.70,1599.82,1603.22,1612.66,1615.69,1616.64,6.63
HTTP Sending (ms),0.57,0.35,2.21,36.56,0.35,0.36,0.37,0.39,0.46,0.57,0.73,1.56,1.88,0.36
HTTP Total Time (ms),1683.69,1671.19,1707.46,107756.21,1671.22,1671.96,1675.28,1678.18,1681.73,1686.40,1699.74,1702.65,1706.75,8.62
HTTP Waiting (TTFB) (ms),81.14,64.35,94.06,5193.25,64.37,67.25,69.83,76.69,83.09,88.41,89.55,89.77,91.48,7.55
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.36,1.27,33.57,102478.95,1.56,5.74,5.98,6.15,6.30,6.46,6.68,7.04,11.81,1.42
Inter Token Latency (ms),6.35,6.23,7.94,406.72,6.24,6.26,6.27,6.27,6.32,6.37,6.43,6.45,7.08,0.21
OSL Mismatch Diff % (%),-1.10,-20.31,0.00,-70.31,-10.47,-2.34,-2.34,-1.56,-0.20,0.00,0.00,0.00,0.00,2.62
Output Sequence Length (tokens),253.19,204.00,256.00,16204.00,229.20,250.00,250.00,252.00,255.50,256.00,256.00,256.00,256.00,6.70
Output Token Count (tokens),253.19,204.00,256.00,16204.00,229.20,250.00,250.00,252.00,255.50,256.00,256.00,256.00,256.00,6.70
Output Token Throughput Per User (tokens/sec/user),157.50,125.88,160.56,10080.13,142.41,155.08,155.51,157.01,158.13,159.43,159.61,159.84,160.15,4.33
Prefill Throughput Per User (tokens/sec/user),6298.28,5382.82,7889.02,403090.07,5555.34,5662.09,5680.48,5749.44,6115.50,6625.75,7183.38,7458.18,7870.77,600.26
Request Latency (ms),1683.22,1663.04,1707.77,107726.12,1664.88,1671.97,1675.15,1678.28,1681.63,1686.60,1694.03,1702.70,1707.00,8.65
Time to First Output Token (ms),81.99,64.90,95.12,5247.17,65.05,68.66,71.28,77.27,83.72,89.05,90.13,90.43,92.22,7.33
Time to First Token (ms),81.99,64.90,95.12,5247.17,65.05,68.66,71.28,77.27,83.72,89.05,90.13,90.43,92.22,7.33
Time to Second Token (ms),4.60,1.30,33.57,294.32,1.31,1.41,1.44,1.52,1.71,5.55,11.25,18.72,25.68,6.03
Tokens In Flight (tokens),5036.46,0.00,6124.98,,,,,,5068.32,,5898.20,6004.18,6092.87,692.57

Metric,Value
Benchmark Duration (sec),13.55
Input Token Throughput (tokens/sec),2415.58
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),1194.52
Request Count,64.00
