Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),645.29,0.00,2087.11,,,,,,655.81,,696.29,714.22,785.88,68.89
Active Decode Throughput Per User (tokens/sec/user),162.56,0.00,521.78,,,,,,164.08,,174.47,179.65,202.50,16.68
Active Prefill Throughput (tokens/sec),34036.42,7188.76,44445.13,,,,,,39556.78,,42707.38,42866.67,44445.13,10941.76
Active Prefill Throughput Per User (tokens/sec/user),9968.95,7188.76,11351.77,,,,,,10232.95,,10716.67,10968.94,11111.28,920.70
Active Total Throughput (tokens/sec),1907.62,159.38,44445.13,,,,,,657.70,,661.04,661.66,41661.08,6707.66
Credit-to-Start Latency (ms),4.49,3.06,8.01,287.63,3.27,3.92,3.98,4.06,4.26,4.57,5.40,6.17,7.81,0.88
Decode Duration (ms),1516.53,739.91,1543.60,97057.78,952.57,1518.12,1530.93,1533.42,1536.49,1540.08,1541.57,1541.97,1543.32,113.29
E2E Output Token Throughput (tokens/sec/user),159.82,151.77,163.92,10228.69,152.85,155.46,157.10,159.14,160.02,161.28,161.81,162.00,163.73,2.18
Effective Concurrency,3.97,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.26
Effective Decode Concurrency,3.85,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.74
Effective Decode Throughput (tokens/sec),624.39,0.00,2087.11,,,,,,654.74,,695.53,713.29,784.87,132.81
Effective Decode Throughput Per User (tokens/sec/user),157.29,0.00,521.78,,,,,,163.78,,174.23,179.19,201.98,33.12
Effective Latency (CO-aware) (ms),1592.20,1564.78,1615.45,101900.63,1567.64,1576.66,1586.34,1588.92,1592.80,1595.00,1599.04,1607.66,1613.05,8.41
Effective Prefill Concurrency,0.13,0.00,4.00,,,,,,0.00,,0.00,0.00,4.00,0.68
Effective Prefill Throughput (tokens/sec),1281.24,0.00,44445.13,,,,,,0.00,,0.00,0.00,41661.08,6817.18
Effective Prefill Throughput Per User (tokens/sec/user),375.26,0.00,11351.77,,,,,,0.00,,0.00,0.00,10550.31,1905.80
Effective Total Throughput (tokens/sec),1905.63,0.00,44445.13,,,,,,657.70,,661.04,661.66,41661.08,6704.44
