Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),944.75,0.00,2430.81,,,,,,1383.89,,1608.24,1680.00,1850.54,715.79
Active Decode Throughput Per User (tokens/sec/user),60.22,0.00,315.61,,,,,,86.75,,100.79,105.41,117.04,44.01
Active Prefill Throughput (tokens/sec),64273.70,2612.49,1008023.96,,,,,,34763.12,,89059.79,100573.33,641262.58,127507.81
Active Prefill Throughput Per User (tokens/sec/user),5499.35,2612.48,63091.95,,,,,,3594.91,,6177.76,8920.09,40078.91,8090.49
Active Total Throughput (tokens/sec),26858.22,95.61,1008023.96,,,,,,1499.08,,72193.48,83220.79,626842.86,86721.25
Credit-to-Start Latency (ms),5.08,1.26,16.72,649.78,1.33,1.49,1.69,4.43,4.85,6.01,7.12,8.55,11.63,2.15
Decode Duration (ms),3293.00,2648.40,5103.75,421503.82,2651.21,2659.86,2660.79,2663.08,2848.91,3818.44,4484.71,4777.09,5078.78,754.12
E2E Output Token Throughput (tokens/sec/user),62.61,24.61,92.31,8014.45,29.89,45.70,46.47,47.25,48.12,89.18,90.52,91.74,92.30,21.02
Effective Concurrency,15.95,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,0.65
Effective Decode Concurrency,11.94,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,5.66
Effective Decode Throughput (tokens/sec),902.05,0.00,2430.81,,,,,,1366.04,,1604.72,1674.50,1847.60,726.44
Effective Decode Throughput Per User (tokens/sec/user),57.50,0.00,315.61,,,,,,85.73,,100.47,105.09,116.75,44.79
Effective Latency (CO-aware) (ms),4410.19,2761.98,5541.39,564504.34,2782.25,2783.84,2786.09,2854.81,5261.39,5388.77,5409.91,5414.84,5528.41,1225.02
Effective Prefill Concurrency,4.01,0.00,16.00,,,,,,0.00,,14.00,15.00,16.00,5.62
Effective Prefill Throughput (tokens/sec),25950.08,0.00,1008023.96,,,,,,0.00,,72143.25,83220.79,626842.86,86940.54
Effective Prefill Throughput Per User (tokens/sec/user),2220.33,0.00,63091.95,,,,,,0.00,,4809.55,5893.95,39177.68,5805.86
Effective Total Throughput (tokens/sec),26852.13,0.00,1008023.96,,,,,,1499.08,,72193.48,83220.79,626842.86,86712.37
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,252.52,188.00,257.00,32322.00,188.81,241.45,251.00,254.00,255.00,257.00,257.00,257.00,257.00,12.18
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.01,57.82,79.55,9985.48,58.10,74.56,77.58,78.52,78.92,79.30,79.41,79.43,79.53,3.81
HTTP Data Sent (KB),29.77,28.20,31.16,3810.40,28.34,28.85,29.11,29.57,29.85,30.09,30.30,30.39,30.89,0.50
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4404.86,2760.45,5531.89,563821.93,2780.09,2782.27,2784.41,2849.90,5256.33,5383.15,5402.35,5409.77,5523.40,1224.06
HTTP Receiving (ms),3297.23,2651.82,5108.42,422045.72,2655.61,2666.65,2667.32,2670.56,2853.55,3821.73,4488.36,4780.70,5079.88,753.04
HTTP Sending (ms),0.56,0.24,3.04,71.96,0.26,0.34,0.37,0.40,0.44,0.50,0.76,1.75,2.45,0.43
HTTP Total Time (ms),4404.86,2760.45,5531.89,563821.93,2780.09,2782.27,2784.41,2849.90,5256.33,5383.15,5402.35,5409.77,5523.40,1224.06
HTTP Waiting (TTFB) (ms),1107.06,108.29,2743.55,141704.24,111.96,113.36,114.35,179.43,886.02,1926.70,2522.27,2586.27,2738.35,934.22
Input Sequence Length (tokens),7168.82,7167.00,7169.00,917609.00,7167.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.44
Inter Chunk Latency (ms),13.15,3.82,689.86,421503.82,6.94,8.14,8.73,9.63,10.50,11.43,12.48,13.39,23.95,27.98
Inter Token Latency (ms),13.39,10.39,34.16,1713.58,10.43,10.44,10.45,10.52,11.39,15.09,18.40,19.92,28.80,3.93
OSL Mismatch Diff % (%),-2.27,-48.44,0.00,-290.23,-37.04,-6.58,-2.34,-1.56,-0.78,0.00,0.00,0.00,0.00,6.67
Output Sequence Length (tokens),250.20,132.00,256.00,32025.00,161.18,239.15,250.00,252.00,254.00,256.00,256.00,256.00,256.00,17.07
Output Token Count (tokens),250.20,132.00,256.00,32025.00,161.18,239.15,250.00,252.00,254.00,256.00,256.00,256.00,256.00,17.07
Output Token Throughput Per User (tokens/sec/user),79.44,29.27,96.21,10168.08,35.25,50.20,54.35,66.26,87.76,95.03,95.70,95.81,95.89,17.10
Prefill Throughput Per User (tokens/sec/user),21515.36,2612.47,65861.52,2753965.53,2616.84,2771.29,2841.40,3723.73,8084.95,39812.56,62417.79,62942.85,63678.33,21530.42
Request Latency (ms),4400.90,2757.23,5530.72,563314.67,2773.32,2774.52,2776.23,2842.90,5254.77,5379.01,5399.37,5408.49,5523.23,1225.89
Time to First Output Token (ms),1107.90,108.83,2744.14,141810.85,112.58,113.90,114.86,180.07,886.71,1927.68,2523.12,2586.89,2739.48,934.33
Time to First Token (ms),1107.90,108.83,2744.14,141810.85,112.58,113.90,114.86,180.07,886.71,1927.68,2523.12,2586.89,2739.48,934.33
Time to Second Token (ms),177.61,5.15,689.86,22734.00,5.66,6.41,7.20,8.55,172.99,333.12,348.30,351.86,591.35,169.13
Tokens In Flight (tokens),115545.80,0.00,118762.01,,,,,,115386.35,,118007.86,118329.82,118609.16,4824.63

Metric,Value
Benchmark Duration (sec),35.35
Input Token Throughput (tokens/sec),25950.08
OSL Mismatch Count,7.00
Output Token Throughput (tokens/sec),905.67
Request Count,128.00
Request Throughput (requests/sec),3.62
Total Input Sequence Length (tokens),917609.00
Total Output Sequence Length (tokens),32025.00
Total Output Tokens (tokens),32025.00
Total Token Throughput (tokens/sec),26855.75
