Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),304.78,0.00,538.89,,,,,,305.40,,327.06,331.82,363.70,26.54
Active Decode Throughput Per User (tokens/sec/user),152.92,0.00,269.44,,,,,,152.82,,163.65,166.71,183.53,12.07
Active Prefill Throughput (tokens/sec),67802.37,33901.18,69071.20,,,,,,69071.20,,69071.20,69071.20,69071.20,6558.58
Active Prefill Throughput Per User (tokens/sec/user),34512.71,33901.18,34535.60,,,,,,34535.60,,34535.60,34535.60,34535.60,118.31
Active Total Throughput (tokens/sec),7911.32,153.04,69071.20,,,,,,306.00,,69071.20,69071.20,69071.20,21456.27
Credit-to-Start Latency (ms),3.84,3.77,3.91,7.68,3.77,3.78,3.78,3.81,3.84,3.88,3.90,3.91,3.91,0.07
Decode Duration (ms),1664.97,1663.88,1666.06,3329.93,1663.90,1663.99,1664.09,1664.42,1664.97,1665.51,1665.84,1665.95,1666.04,1.09
E2E Output Token Throughput (tokens/sec/user),136.70,136.50,136.90,273.40,136.50,136.52,136.54,136.60,136.70,136.80,136.86,136.88,136.89,0.20
Effective Concurrency,1.98,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.17
Effective Decode Concurrency,1.76,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.64
Effective Decode Throughput (tokens/sec),269.95,0.00,538.89,,,,,,302.51,,325.91,331.81,363.70,100.13
Effective Decode Throughput Per User (tokens/sec/user),135.45,0.00,269.44,,,,,,151.29,,162.95,165.91,181.85,49.96
Effective Latency (CO-aware) (ms),1878.28,1874.97,1881.58,3756.55,1875.04,1875.30,1875.63,1876.62,1878.28,1879.93,1880.92,1881.25,1881.52,3.31
Effective Prefill Concurrency,0.22,0.00,2.00,,,,,,0.00,,2.00,2.00,2.00,0.62
Effective Prefill Throughput (tokens/sec),7593.57,0.00,69071.20,,,,,,0.00,,69071.20,69071.20,69071.20,21494.59
Effective Prefill Throughput Per User (tokens/sec/user),3865.28,0.00,34535.60,,,,,,0.00,,34535.60,34535.60,34535.60,10884.04
Effective Total Throughput (tokens/sec),7863.53,0.00,69071.20,,,,,,306.00,,69071.20,69071.20,69071.20,21400.15
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,257.00,257.00,257.00,514.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.10,5.98,6.22,12.19,5.98,5.99,6.00,6.04,6.10,6.16,6.19,6.20,6.21,0.12
HTTP Connection Overhead (ms),10.12,9.91,10.33,20.24,9.91,9.93,9.95,10.01,10.12,10.23,10.29,10.31,10.33,0.21
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),79.35,79.34,79.36,158.70,79.34,79.34,79.34,79.35,79.35,79.35,79.35,79.35,79.36,0.01
HTTP Data Sent (KB),29.18,28.29,30.07,58.36,28.31,28.38,28.47,28.74,29.18,29.62,29.89,29.98,30.05,0.89
HTTP DNS Lookup (ms),4.02,3.93,4.12,8.05,3.93,3.94,3.95,3.98,4.02,4.07,4.10,4.11,4.11,0.09
HTTP Duration (excl. conn) (ms),1873.94,1870.54,1877.34,3747.89,1870.61,1870.88,1871.22,1872.24,1873.94,1875.64,1876.66,1877.00,1877.27,3.40
HTTP Receiving (ms),1666.78,1666.35,1667.22,3333.57,1666.35,1666.39,1666.43,1666.57,1666.78,1667.00,1667.14,1667.18,1667.21,0.44
HTTP Sending (ms),7.16,7.02,7.29,14.31,7.03,7.04,7.05,7.09,7.16,7.22,7.26,7.28,7.29,0.13
HTTP Total Time (ms),1884.06,1880.88,1887.25,3768.12,1880.94,1881.19,1881.51,1882.47,1884.06,1885.66,1886.61,1886.93,1887.18,3.19
HTTP Waiting (TTFB) (ms),200.00,196.03,203.97,400.00,196.11,196.43,196.83,198.02,200.00,201.99,203.18,203.57,203.89,3.97
Input Sequence Length (tokens),7173.00,7173.00,7173.00,14346.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.00
Inter Chunk Latency (ms),6.53,4.04,8.52,3329.93,5.30,5.95,6.07,6.26,6.53,6.75,7.03,7.22,7.77,0.45
Inter Token Latency (ms),6.53,6.53,6.53,13.06,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,0.00
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),256.00,256.00,256.00,512.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,512.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),153.16,153.06,153.26,306.31,153.06,153.07,153.08,153.11,153.16,153.21,153.24,153.25,153.25,0.10
Prefill Throughput Per User (tokens/sec/user),34535.60,33901.19,35170.01,69071.20,33913.88,33964.63,34028.08,34218.40,34535.60,34852.81,35043.13,35106.57,35157.32,634.41
Request Latency (ms),1872.74,1870.01,1875.46,3745.47,1870.06,1870.28,1870.55,1871.37,1872.74,1874.10,1874.92,1875.19,1875.41,2.73
Time to First Output Token (ms),207.77,203.95,211.59,415.54,204.03,204.33,204.72,205.86,207.77,209.68,210.82,211.20,211.51,3.82
Time to First Token (ms),207.77,203.95,211.59,415.54,204.03,204.33,204.72,205.86,207.77,209.68,210.82,211.20,211.51,3.82
Time to Second Token (ms),7.28,6.94,7.62,14.57,6.95,6.97,7.01,7.11,7.28,7.45,7.56,7.59,7.62,0.34
Tokens In Flight (tokens),14459.31,0.00,14857.00,,,,,,14569.00,,14799.00,14827.00,14851.00,1216.22

Metric,Value
Benchmark Duration (sec),1.88
Input Token Throughput (tokens/sec),7593.57
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),271.01
Request Count,2.00
Request Throughput (requests/sec),1.06
Total Input Sequence Length (tokens),14346.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),7864.58
