Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),307.14,0.00,3484.62,,,,,,308.09,,322.98,330.87,462.27,118.84
Active Decode Throughput Per User (tokens/sec/user),154.28,0.00,1742.31,,,,,,154.05,,161.56,165.81,231.14,60.01
Active Prefill Throughput (tokens/sec),51713.54,25870.71,53130.96,,,,,,53130.96,,53130.96,53130.96,53130.96,6050.70
Active Prefill Throughput Per User (tokens/sec/user),26530.09,25870.71,27260.25,,,,,,26565.48,,26565.48,26565.48,26565.48,154.46
Active Total Throughput (tokens/sec),7723.05,154.90,53130.96,,,,,,309.02,,53130.96,53130.96,53130.96,18205.79
Credit-to-Start Latency (ms),3.95,3.70,4.21,7.91,3.71,3.73,3.75,3.83,3.95,4.08,4.16,4.18,4.20,0.25
Decode Duration (ms),1650.41,1646.18,1654.64,3300.82,1646.26,1646.60,1647.02,1648.29,1650.41,1652.53,1653.80,1654.22,1654.56,4.23
E2E Output Token Throughput (tokens/sec/user),133.29,133.09,133.49,266.58,133.10,133.11,133.13,133.19,133.29,133.39,133.45,133.47,133.48,0.20
Effective Concurrency,1.98,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.16
Effective Decode Concurrency,1.71,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.70
Effective Decode Throughput (tokens/sec),263.54,0.00,3484.62,,,,,,306.05,,321.03,329.44,345.63,153.66
Effective Decode Throughput Per User (tokens/sec/user),132.37,0.00,1742.31,,,,,,153.05,,160.59,164.91,172.82,77.39
Effective Latency (CO-aware) (ms),1924.56,1921.47,1927.65,3849.12,1921.53,1921.78,1922.09,1923.02,1924.56,1926.10,1927.03,1927.34,1927.59,3.09
Effective Prefill Concurrency,0.28,0.00,2.00,,,,,,0.00,,2.00,2.00,2.00,0.69
Effective Prefill Throughput (tokens/sec),7413.08,0.00,53130.96,,,,,,0.00,,53130.96,53130.96,53130.96,18266.12
Effective Prefill Throughput Per User (tokens/sec/user),3803.06,0.00,27260.25,,,,,,0.00,,26565.48,26565.48,26565.48,9297.08
Effective Total Throughput (tokens/sec),7676.62,0.00,53130.96,,,,,,309.02,,53130.96,53130.96,53130.96,18160.80
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,254.00,254.00,254.00,508.00,254.00,254.00,254.00,254.00,254.00,254.00,254.00,254.00,254.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),6.12,6.11,6.13,12.24,6.11,6.11,6.11,6.11,6.12,6.12,6.13,6.13,6.13,0.01
HTTP Connection Overhead (ms),10.14,10.04,10.23,20.28,10.05,10.05,10.06,10.09,10.14,10.19,10.21,10.22,10.23,0.10
HTTP Connection Reused (ratio),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Data Received (KB),63.98,63.97,63.99,127.96,63.97,63.97,63.97,63.98,63.98,63.98,63.99,63.99,63.99,0.01
HTTP Data Sent (KB),29.18,28.29,30.07,58.36,28.31,28.38,28.47,28.74,29.18,29.62,29.89,29.98,30.05,0.89
HTTP DNS Lookup (ms),4.02,3.93,4.10,8.04,3.94,3.94,3.95,3.98,4.02,4.06,4.09,4.10,4.10,0.09
HTTP Duration (excl. conn) (ms),1920.11,1917.29,1922.92,3840.21,1917.35,1917.57,1917.86,1918.70,1920.11,1921.51,1922.36,1922.64,1922.86,2.81
HTTP Receiving (ms),1650.53,1646.31,1654.76,3301.07,1646.39,1646.73,1647.15,1648.42,1650.53,1652.64,1653.91,1654.33,1654.67,4.22
HTTP Sending (ms),7.19,7.17,7.21,14.38,7.17,7.18,7.18,7.18,7.19,7.20,7.21,7.21,7.21,0.02
HTTP Total Time (ms),1930.24,1927.53,1932.96,3860.49,1927.58,1927.80,1928.07,1928.89,1930.24,1931.60,1932.42,1932.69,1932.91,2.72
HTTP Waiting (TTFB) (ms),262.38,255.36,269.40,524.76,255.50,256.06,256.77,258.87,262.38,265.89,267.99,268.70,269.26,7.02
Input Sequence Length (tokens),7173.00,7173.00,7173.00,14346.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,7173.00,0.00
Inter Chunk Latency (ms),6.52,0.55,16.98,3300.82,1.01,5.96,6.17,6.37,6.52,6.68,6.89,7.11,11.90,1.39
Inter Token Latency (ms),6.47,6.46,6.49,12.94,6.46,6.46,6.46,6.46,6.47,6.48,6.49,6.49,6.49,0.02
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),256.00,256.00,256.00,512.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,512.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),154.51,154.11,154.90,309.02,154.12,154.15,154.19,154.31,154.51,154.71,154.82,154.86,154.90,0.40
Prefill Throughput Per User (tokens/sec/user),26565.48,25870.71,27260.25,53130.95,25884.60,25940.19,26009.66,26218.09,26565.48,26912.86,27121.29,27190.77,27246.35,694.77
Request Latency (ms),1920.61,1917.77,1923.44,3841.21,1917.83,1918.06,1918.34,1919.19,1920.61,1922.02,1922.87,1923.16,1923.39,2.84
Time to First Output Token (ms),270.20,263.13,277.26,540.39,263.27,263.84,264.54,266.66,270.20,273.73,275.85,276.56,277.12,7.07
Time to First Token (ms),270.20,263.13,277.26,540.39,263.27,263.84,264.54,266.66,270.20,273.73,275.85,276.56,277.12,7.07
Time to Second Token (ms),7.33,0.68,13.97,14.65,0.82,1.35,2.01,4.00,7.33,10.65,12.64,13.30,13.84,6.64
Tokens In Flight (tokens),14456.26,0.00,14856.99,,,,,,14558.65,,14796.52,14826.75,14850.94,1202.98

Metric,Value
Benchmark Duration (sec),1.92
Input Token Throughput (tokens/sec),7413.08
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),264.57
Request Count,2.00
Request Throughput (requests/sec),1.03
Total Input Sequence Length (tokens),14346.00
Total Output Sequence Length (tokens),512.00
Total Output Tokens (tokens),512.00
Total Token Throughput (tokens/sec),7677.65
