Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),951.58,0.00,5720.01,,,,,,1058.18,,1170.80,1205.91,1301.40,271.46
Active Decode Throughput Per User (tokens/sec/user),130.63,0.00,1144.00,,,,,,136.09,,150.58,156.19,171.40,24.59
Active Prefill Throughput (tokens/sec),113707.57,18433.94,654936.07,,,,,,89214.53,,222819.44,347754.82,654936.07,105604.89
Active Prefill Throughput Per User (tokens/sec/user),54290.41,18433.94,105912.52,,,,,,45451.40,,92111.45,94649.33,95528.22,25790.89
Active Total Throughput (tokens/sec),28140.67,146.47,654936.07,,,,,,1071.87,,93271.01,184247.60,348162.82,70732.58
Credit-to-Start Latency (ms),4.57,1.22,9.19,292.73,1.35,1.62,2.10,4.19,4.49,4.82,6.35,8.26,8.78,1.60
Decode Duration (ms),1898.48,1731.58,2124.92,121502.62,1749.94,1763.53,1785.42,1863.67,1876.63,1935.06,2073.00,2099.94,2121.07,93.93
E2E Output Token Throughput (tokens/sec/user),124.38,50.01,140.94,7960.16,86.44,109.03,110.31,118.11,127.95,131.15,133.22,134.08,139.87,12.29
Effective Concurrency,7.68,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.23
Effective Decode Concurrency,7.20,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.53
Effective Decode Throughput (tokens/sec),947.70,0.00,5720.01,,,,,,1057.44,,1170.38,1205.91,1301.40,277.62
Effective Decode Throughput Per User (tokens/sec/user),130.10,0.00,1144.00,,,,,,136.03,,150.55,156.18,171.02,25.92
Effective Latency (CO-aware) (ms),2031.21,1820.36,2353.80,129997.31,1837.22,1904.21,1915.12,1954.86,1985.39,2069.48,2206.02,2327.36,2348.40,128.89
Effective Prefill Concurrency,0.48,0.00,8.00,,,,,,0.00,,2.00,3.00,5.00,1.05
Effective Prefill Throughput (tokens/sec),27180.64,0.00,654936.07,,,,,,0.00,,92314.58,183445.30,347754.82,70835.89
Effective Prefill Throughput Per User (tokens/sec/user),12977.57,0.00,105912.52,,,,,,0.00,,63362.44,84613.40,94649.33,26365.55
Effective Total Throughput (tokens/sec),28128.33,0.00,654936.07,,,,,,1071.87,,93271.01,184247.60,348162.82,70719.53
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,253.00,153.00,257.00,16192.00,189.54,250.30,253.00,254.00,256.00,257.00,257.00,257.00,257.00,14.07
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.16,46.80,79.58,5002.37,58.28,77.36,78.17,78.63,79.08,79.35,79.47,79.49,79.56,4.41
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2026.41,1811.16,2349.27,129690.22,1828.18,1899.39,1910.32,1950.30,1980.09,2063.15,2201.03,2322.95,2343.75,129.12
HTTP Receiving (ms),1900.26,1734.17,2125.21,121616.94,1751.08,1764.09,1786.23,1868.77,1878.55,1935.99,2074.38,2100.21,2121.62,93.64
HTTP Sending (ms),0.49,0.28,1.57,31.22,0.32,0.36,0.36,0.38,0.39,0.47,0.62,1.34,1.52,0.27
HTTP Total Time (ms),2026.41,1811.16,2349.27,129690.22,1828.18,1899.39,1910.32,1950.30,1980.09,2063.15,2201.03,2322.95,2343.75,129.12
HTTP Waiting (TTFB) (ms),125.66,60.50,388.31,8042.05,63.96,66.69,74.28,75.57,89.85,220.60,226.93,230.24,384.12,76.61
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),7.56,0.00,283.75,121502.62,4.65,5.99,6.30,6.71,7.10,7.54,8.03,8.58,18.47,5.81
Inter Token Latency (ms),7.71,6.82,19.12,493.44,6.87,7.00,7.06,7.33,7.42,7.73,8.27,8.34,12.72,1.50
OSL Mismatch Diff % (%),-1.97,-61.33,0.00,-126.17,-33.77,-4.00,-1.95,-1.27,-0.39,0.00,0.00,0.00,0.00,7.84
Output Sequence Length (tokens),250.95,99.00,256.00,16061.00,169.56,245.75,251.00,252.75,255.00,256.00,256.00,256.00,256.00,20.06
Output Token Count (tokens),250.95,99.00,256.00,16061.00,169.56,245.75,251.00,252.75,255.00,256.00,256.00,256.00,256.00,20.06
Output Token Throughput Per User (tokens/sec/user),131.95,52.31,146.69,8444.96,89.70,119.90,120.93,129.39,134.74,136.48,141.54,142.94,145.52,12.26
Prefill Throughput Per User (tokens/sec/user),72244.18,18433.94,117475.07,4623627.49,18638.08,31049.46,31496.02,32412.34,79292.00,93500.57,95805.91,106724.66,111098.26,27439.23
Request Latency (ms),2024.87,1809.24,2349.21,129591.46,1827.70,1898.81,1910.27,1944.94,1979.67,2061.94,2200.52,2322.80,2343.41,129.72
Time to First Output Token (ms),126.39,61.03,388.85,8088.84,64.65,67.17,74.83,76.67,90.42,221.18,227.60,230.88,384.65,76.57
Time to First Token (ms),126.39,61.03,388.85,8088.84,64.65,67.17,74.83,76.67,90.42,221.18,227.60,230.88,384.65,76.57
Time to Second Token (ms),10.09,0.00,283.75,645.86,0.00,0.41,3.36,4.37,5.65,7.54,8.63,10.39,115.28,34.58
Tokens In Flight (tokens),55995.02,0.00,59296.45,,,,,,58182.90,,58836.37,58977.17,59163.73,8927.31

Metric,Value
Benchmark Duration (sec),16.87
Input Token Throughput (tokens/sec),27180.64
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),951.49
Request Count,64.00
Request Throughput (requests/sec),3.79
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16061.00
Total Output Tokens (tokens),16061.00
Total Token Throughput (tokens/sec),28132.12
