Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1698.82,0.00,7953.42,,,,,,547.61,,4127.00,4267.14,4525.79,1721.83
Active Decode Throughput Per User (tokens/sec/user),28.19,0.00,316.01,,,,,,9.88,,65.09,67.62,79.53,28.43
Active Prefill Throughput (tokens/sec),72069.84,1298.30,253754.87,,,,,,74095.94,,104490.17,120375.11,200720.81,31894.93
Active Prefill Throughput Per User (tokens/sec/user),13534.00,1298.30,30686.49,,,,,,12558.32,,24991.10,27714.63,28738.61,7584.30
Active Total Throughput (tokens/sec),49867.22,74.38,253754.87,,,,,,56634.63,,95693.11,111765.21,176017.10,42551.35
Credit-to-Start Latency (ms),4.59,1.64,18.84,2349.03,2.11,2.50,3.00,4.25,4.53,4.87,5.51,6.84,8.39,1.29
Decode Duration (ms),8442.91,3291.60,10985.87,4322769.56,4087.14,5819.27,6895.47,7401.27,8493.21,9792.97,10287.58,10496.42,10794.07,1528.28
E2E Output Token Throughput (tokens/sec/user),28.14,16.78,70.65,14406.40,18.34,21.44,22.20,23.64,27.18,30.70,33.60,39.25,58.82,6.99
Effective Concurrency,63.29,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,5.49
Effective Decode Concurrency,56.92,0.00,64.00,,,,,,60.00,,64.00,64.00,64.00,11.58
Effective Decode Throughput (tokens/sec),1692.65,0.00,7953.42,,,,,,542.99,,4126.27,4266.49,4524.23,1721.73
Effective Decode Throughput Per User (tokens/sec/user),28.08,0.00,316.01,,,,,,9.65,,65.08,67.61,79.37,28.43
Effective Latency (CO-aware) (ms),9423.30,3566.34,14358.84,4824729.16,4357.18,6516.81,7531.54,8285.32,9319.74,10769.82,11368.90,11757.30,13629.93,1754.19
Effective Prefill Concurrency,6.37,0.00,64.00,,,,,,3.00,,16.00,24.00,60.00,10.59
Effective Prefill Throughput (tokens/sec),48168.06,0.00,253754.87,,,,,,55035.45,,93971.00,109622.91,175902.29,42792.62
Effective Prefill Throughput Per User (tokens/sec/user),9045.48,0.00,30686.49,,,,,,7654.03,,22076.42,26880.41,28672.64,8890.75
Effective Total Throughput (tokens/sec),49860.71,0.00,253754.87,,,,,,56634.63,,95693.11,111765.21,176017.10,42552.38
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,254.17,146.00,257.00,130134.00,204.11,250.55,253.00,254.00,256.00,257.00,257.00,257.00,257.00,9.40
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.56,44.79,79.60,40223.23,63.12,77.49,78.18,78.65,79.14,79.35,79.44,79.48,79.55,2.92
HTTP Data Sent (KB),29.86,28.16,31.48,15289.73,28.40,28.94,29.23,29.58,29.86,30.18,30.47,30.74,31.15,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),9418.50,3561.62,14356.35,4822270.47,4352.68,6512.11,7525.86,8280.42,9312.97,10764.77,11363.66,11752.41,13627.25,1754.32
HTTP Receiving (ms),8471.21,3300.60,10992.56,4337261.74,4087.62,5919.53,6899.88,7416.47,8557.64,9809.61,10288.41,10498.85,10806.20,1512.00
HTTP Sending (ms),0.46,0.15,1.61,235.36,0.32,0.36,0.36,0.37,0.41,0.45,0.57,0.76,1.57,0.20
HTTP Total Time (ms),9418.50,3561.62,14356.35,4822270.47,4352.68,6512.11,7525.86,8280.42,9312.97,10764.77,11363.66,11752.41,13627.25,1754.32
HTTP Waiting (TTFB) (ms),946.82,233.03,5521.20,484773.37,240.89,248.56,255.28,378.37,570.53,1025.08,1725.43,3600.27,5336.84,1041.64
Input Sequence Length (tokens),7168.84,7167.00,7169.00,3670444.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.39
