Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),868.84,0.00,6350.24,,,,,,75.12,,2072.49,2095.77,2732.50,990.00
Active Decode Throughput Per User (tokens/sec/user),28.17,0.00,210.12,,,,,,2.94,,64.80,65.56,88.68,30.56
Active Prefill Throughput (tokens/sec),40804.65,1295.73,120958.20,,,,,,41858.71,,70642.01,84901.56,101385.62,22902.55
Active Prefill Throughput Per User (tokens/sec/user),3043.90,1295.73,26373.77,,,,,,2506.18,,4110.00,5412.84,10846.87,1936.13
Active Total Throughput (tokens/sec),25415.03,65.61,120958.20,,,,,,18267.90,,62252.57,73355.31,98048.78,26451.55
Credit-to-Start Latency (ms),4.46,1.47,13.66,1142.69,1.69,2.46,2.92,4.05,4.25,4.60,6.47,7.03,8.69,1.37
Decode Duration (ms),6907.92,3886.85,9098.26,1768426.92,4095.75,5604.63,5905.95,6416.53,6654.17,7577.44,8311.41,8750.10,9072.40,1002.87
E2E Output Token Throughput (tokens/sec/user),27.37,17.20,38.38,7005.87,21.41,24.56,25.08,26.61,27.35,27.91,29.28,30.14,36.52,2.25
Effective Concurrency,31.93,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,0.87
Effective Decode Concurrency,23.67,0.00,32.00,,,,,,25.00,,32.00,32.00,32.00,8.22
Effective Decode Throughput (tokens/sec),865.12,0.00,6350.24,,,,,,75.12,,2072.27,2095.72,2732.50,989.51
Effective Decode Throughput Per User (tokens/sec/user),28.05,0.00,210.12,,,,,,2.94,,64.80,65.56,88.68,30.55
Effective Latency (CO-aware) (ms),9330.77,6669.12,12073.31,2388678.04,7014.88,8509.13,8668.17,9172.79,9352.88,9483.92,10132.44,10221.90,11731.71,697.79
Effective Prefill Concurrency,8.27,0.00,32.00,,,,,,7.00,,19.00,21.00,30.00,8.20
Effective Prefill Throughput (tokens/sec),24547.19,0.00,120958.20,,,,,,17377.76,,61691.07,72861.15,97966.50,26732.36
Effective Prefill Throughput Per User (tokens/sec/user),1831.14,0.00,26373.77,,,,,,2232.48,,3602.51,4573.56,7982.35,2115.61
Effective Total Throughput (tokens/sec),25412.32,0.00,120958.20,,,,,,18267.90,,62252.57,73355.31,98048.78,26451.44
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,256.00,256.00,256.00,65536.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),64.52,63.86,64.94,16516.14,64.17,64.31,64.35,64.46,64.53,64.59,64.64,64.67,64.74,0.12
HTTP Data Sent (KB),29.83,28.17,31.19,7637.60,28.34,28.92,29.19,29.56,29.85,30.13,30.41,30.73,31.16,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),9326.07,6664.57,12068.09,2387474.52,7010.56,8501.60,8663.93,9167.81,9348.47,9479.62,10128.13,10217.50,11728.03,697.97
HTTP Receiving (ms),6912.13,3886.86,9098.28,1769504.02,4095.76,5713.26,5911.30,6416.54,6654.17,7577.45,8311.43,8750.11,9072.40,1001.18
HTTP Sending (ms),0.50,0.13,1.85,127.75,0.13,0.34,0.35,0.36,0.38,0.49,0.76,1.40,1.54,0.29
HTTP Total Time (ms),9326.07,6664.57,12068.09,2387474.52,7010.56,8501.60,8663.93,9167.81,9348.47,9479.62,10128.13,10217.50,11728.03,697.97
HTTP Waiting (TTFB) (ms),2413.45,271.24,5531.93,617842.76,283.95,566.49,953.32,1772.43,2621.10,3069.35,3419.92,3770.88,5355.35,1015.33
Input Sequence Length (tokens),7168.81,7167.00,7169.00,1835216.00,7167.55,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.42
Inter Chunk Latency (ms),27.29,4.76,1045.33,1768426.92,9.50,12.84,15.09,15.34,15.54,15.76,17.02,23.14,346.92,60.47
Inter Token Latency (ms),27.39,15.24,56.54,7012.27,16.23,22.07,23.18,25.24,26.26,29.78,33.19,34.59,35.92,4.37
OSL Mismatch Diff % (%),-0.92,-38.28,0.00,-234.77,-4.47,-2.73,-2.34,-1.17,-0.39,0.00,0.00,0.00,0.00,2.60
Output Sequence Length (tokens),253.65,158.00,256.00,64935.00,244.55,249.00,250.00,253.00,255.00,256.00,256.00,256.00,256.00,6.64
Output Token Count (tokens),253.65,158.00,256.00,64935.00,244.55,249.00,250.00,253.00,255.00,256.00,256.00,256.00,256.00,6.64
Output Token Throughput Per User (tokens/sec/user),37.43,17.69,65.61,9582.96,27.84,28.91,30.13,33.58,38.08,39.62,43.14,45.32,61.68,6.17
Prefill Throughput Per User (tokens/sec/user),4305.96,1295.73,26373.77,1102325.11,1338.41,1900.61,2095.87,2335.15,2734.19,4043.25,7516.23,12802.62,25197.04,4396.19
Request Latency (ms),9322.11,6664.75,12068.33,2386460.35,7010.73,8464.63,8648.39,9167.89,9341.86,9479.80,10128.31,10217.70,11728.32,700.91
Time to First Output Token (ms),2414.19,271.82,5532.77,618033.43,284.53,567.03,953.88,1773.08,2621.99,3070.04,3420.54,3771.42,5356.36,1015.32
Time to First Token (ms),2414.19,271.82,5532.77,618033.43,284.53,567.03,953.88,1773.08,2621.99,3070.04,3420.54,3771.42,5356.36,1015.32
Time to Second Token (ms),315.98,5.27,683.49,80889.65,5.30,23.69,183.08,338.47,343.20,346.86,350.86,356.80,666.05,104.36
Tokens In Flight (tokens),231256.26,0.00,237264.30,,,,,,230938.00,,235384.39,236320.06,237047.77,6595.96

Metric,Value
Benchmark Duration (sec),74.75
Input Token Throughput (tokens/sec),24547.19
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),868.55
Request Count,256.00
Request Throughput (requests/sec),3.42
Total Input Sequence Length (tokens),1835216.00
Total Output Sequence Length (tokens),64935.00
Total Output Tokens (tokens),64935.00
Total Token Throughput (tokens/sec),25415.74
