Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),322.37,0.00,8183.74,,,,,,328.01,,348.18,358.11,410.22,43.86
Active Decode Throughput Per User (tokens/sec/user),161.84,0.00,4091.87,,,,,,164.07,,174.25,179.71,210.79,23.20
Active Prefill Throughput (tokens/sec),17221.32,4019.87,21581.74,,,,,,20374.35,,21173.32,21311.13,21581.74,4924.31
Active Prefill Throughput Per User (tokens/sec/user),9492.62,4019.87,10864.43,,,,,,10276.79,,10642.37,10733.09,10811.10,1848.26
Active Total Throughput (tokens/sec),950.28,110.40,21581.74,,,,,,329.21,,331.19,332.51,20788.80,3333.18
Credit-to-Start Latency (ms),4.30,2.28,8.40,274.92,2.91,3.77,3.91,4.00,4.11,4.35,4.66,5.31,8.34,0.85
Decode Duration (ms),1525.86,1023.03,1546.36,97655.34,1045.79,1532.79,1537.31,1538.87,1542.05,1543.72,1545.16,1546.16,1546.33,87.19
E2E Output Token Throughput (tokens/sec/user),158.54,120.79,161.51,10146.54,136.33,153.79,156.76,158.29,160.20,160.73,161.16,161.27,161.49,5.44
Effective Concurrency,1.99,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.13
Effective Decode Concurrency,1.92,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.38
Effective Decode Throughput (tokens/sec),310.68,0.00,8183.74,,,,,,327.37,,347.68,357.53,408.18,74.07
Effective Decode Throughput Per User (tokens/sec/user),155.98,0.00,4091.87,,,,,,163.76,,174.09,179.44,210.10,37.87
Effective Latency (CO-aware) (ms),1600.81,1588.68,1671.93,102451.95,1589.10,1590.69,1591.86,1593.84,1597.94,1600.00,1607.09,1629.04,1670.85,14.73
Effective Prefill Concurrency,0.07,0.00,2.00,,,,,,0.00,,0.00,0.00,2.00,0.35
Effective Prefill Throughput (tokens/sec),637.59,0.00,21581.74,,,,,,0.00,,0.00,0.00,20788.80,3386.95
Effective Prefill Throughput Per User (tokens/sec/user),351.45,0.00,10864.43,,,,,,0.00,,0.00,0.00,10517.00,1827.33
Effective Total Throughput (tokens/sec),948.27,0.00,21581.74,,,,,,329.21,,331.19,332.51,20788.80,3329.94
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,252.05,173.00,257.00,16131.00,175.52,245.45,253.30,254.00,256.00,257.00,257.00,257.00,257.00,16.00
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.92,53.33,79.53,4986.65,54.17,76.09,78.19,78.58,79.20,79.40,79.45,79.46,79.49,4.96
HTTP Data Sent (KB),2.21,2.01,2.46,141.56,2.04,2.07,2.10,2.15,2.21,2.27,2.32,2.34,2.41,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1596.31,1584.36,1667.08,102163.98,1585.09,1586.31,1587.72,1589.57,1593.78,1595.74,1602.59,1624.38,1666.05,14.59
HTTP Receiving (ms),1542.38,1533.24,1547.81,98712.40,1533.96,1537.44,1538.40,1539.81,1543.11,1544.74,1546.36,1546.71,1547.66,3.26
HTTP Sending (ms),0.45,0.34,1.90,28.75,0.34,0.34,0.35,0.35,0.36,0.44,0.55,0.72,1.84,0.27
