Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2370.54,0.00,5451.32,,,,,,2456.15,,2692.95,2790.90,3015.11,503.56
Active Decode Throughput Per User (tokens/sec/user),150.11,0.00,521.13,,,,,,153.76,,168.93,175.05,188.95,28.22
Active Prefill Throughput (tokens/sec),57074.81,2672.68,157970.05,,,,,,45809.87,,128755.86,138567.33,157970.05,37416.58
Active Prefill Throughput Per User (tokens/sec/user),4832.91,2672.68,10574.58,,,,,,3408.44,,8276.12,8660.46,9873.13,2274.22
Active Total Throughput (tokens/sec),6981.33,154.67,157970.05,,,,,,2483.34,,2500.31,41895.77,128220.51,18486.46
Credit-to-Start Latency (ms),4.52,1.26,8.76,578.92,1.58,1.92,2.28,4.14,4.41,4.89,6.62,7.09,8.25,1.43
Decode Duration (ms),1607.36,750.51,1707.33,205742.35,976.44,1599.64,1601.98,1606.48,1614.45,1638.41,1647.83,1701.38,1706.89,111.89
E2E Output Token Throughput (tokens/sec/user),146.46,127.27,154.83,18746.59,138.00,140.39,140.80,142.45,144.63,151.27,153.07,154.10,154.55,5.06
Effective Concurrency,15.89,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,0.89
Effective Decode Concurrency,14.89,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.79
Effective Decode Throughput (tokens/sec),2291.40,0.00,5451.32,,,,,,2448.85,,2689.07,2786.71,3012.00,653.04
Effective Decode Throughput Per User (tokens/sec/user),145.10,0.00,521.13,,,,,,153.29,,168.52,174.79,188.79,38.69
Effective Latency (CO-aware) (ms),1740.64,1658.13,1811.53,222801.54,1658.58,1664.91,1666.13,1691.40,1742.06,1793.08,1803.01,1807.95,1810.83,54.13
Effective Prefill Concurrency,1.00,0.00,16.00,,,,,,0.00,,0.00,14.00,16.00,3.59
Effective Prefill Throughput (tokens/sec),4686.05,0.00,157970.05,,,,,,0.00,,0.00,41600.45,128220.51,18985.30
Effective Prefill Throughput Per User (tokens/sec/user),396.80,0.00,10574.58,,,,,,0.00,,0.00,3266.21,8276.12,1478.14
Effective Total Throughput (tokens/sec),6977.45,0.00,157970.05,,,,,,2483.34,,2500.31,41895.77,128220.51,18482.06
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,252.74,115.00,257.00,32351.00,154.02,250.35,252.70,254.00,256.00,257.00,257.00,257.00,257.00,17.28
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.11,35.41,79.60,9998.53,47.41,77.61,78.10,78.60,79.17,79.36,79.43,79.47,79.58,5.36
HTTP Data Sent (KB),2.22,1.90,2.46,283.81,1.97,2.06,2.10,2.15,2.22,2.29,2.33,2.37,2.46,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1735.90,1653.64,1806.83,222194.86,1654.47,1661.09,1662.75,1688.55,1735.38,1788.46,1798.82,1803.21,1806.39,54.10
HTTP Receiving (ms),1626.65,1600.13,1707.97,208211.34,1600.64,1602.77,1603.92,1608.20,1617.05,1640.85,1651.58,1702.30,1707.28,26.11
HTTP Sending (ms),0.47,0.16,1.36,59.67,0.19,0.33,0.35,0.36,0.39,0.46,0.69,1.15,1.33,0.23
HTTP Total Time (ms),1735.90,1653.64,1806.83,222194.86,1654.47,1661.09,1662.75,1688.55,1735.38,1788.46,1798.82,1803.21,1806.39,54.10
HTTP Waiting (TTFB) (ms),108.78,41.01,190.96,13923.85,41.76,46.62,47.25,57.34,87.24,167.51,180.60,185.84,189.56,53.95
