Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Prefill Throughput Per User (tokens/sec/user),4140.87,0.00,94105.47,,,,,,0.00,,0.00,68218.56,87806.60,17975.51
Effective Total Throughput (tokens/sec),8415.23,0.00,181166.86,,,,,,304.56,,306.75,72716.70,175613.20,35444.43
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,252.19,141.00,257.00,16140.00,164.31,250.30,253.30,255.00,257.00,257.00,257.00,257.00,257.00,18.35
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.90,42.96,79.55,4985.77,50.47,77.33,78.34,78.80,79.29,79.41,79.46,79.51,79.54,5.74
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1753.63,1744.23,1776.32,112232.11,1744.34,1745.04,1746.68,1748.45,1751.05,1760.38,1764.45,1765.95,1775.04,7.54
HTTP Receiving (ms),1666.01,1661.67,1670.51,106624.68,1661.78,1662.23,1662.47,1664.54,1666.34,1667.93,1668.73,1669.65,1670.43,2.31
HTTP Sending (ms),0.38,0.34,0.76,24.48,0.34,0.34,0.35,0.35,0.36,0.37,0.43,0.55,0.73,0.08
HTTP Total Time (ms),1753.63,1744.23,1776.32,112232.11,1744.34,1745.04,1746.68,1748.45,1751.05,1760.38,1764.45,1765.95,1775.04,7.54
HTTP Waiting (TTFB) (ms),87.23,75.65,109.13,5582.94,75.86,79.70,80.62,81.80,83.04,94.59,98.96,101.71,107.95,8.23
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),6.60,2.95,19.51,105644.93,5.00,5.91,6.10,6.32,6.53,6.76,7.00,7.19,12.31,0.83
Inter Token Latency (ms),6.75,6.50,18.62,432.07,6.51,6.51,6.52,6.53,6.54,6.58,6.65,6.71,11.16,1.50
OSL Mismatch Diff % (%),-2.35,-64.84,0.39,-150.39,-43.68,-3.40,-2.50,-1.17,0.00,0.00,0.00,0.00,0.14,9.17
Output Sequence Length (tokens),249.98,90.00,257.00,15999.00,144.18,247.30,249.60,253.00,256.00,256.00,256.00,256.00,256.37,23.48
Output Token Count (tokens),249.98,90.00,257.00,15999.00,144.18,247.30,249.60,253.00,256.00,256.00,256.00,256.00,256.37,23.48
Output Token Throughput Per User (tokens/sec/user),150.85,53.70,153.74,9654.17,112.87,149.06,150.27,152.02,152.94,153.13,153.42,153.52,153.64,12.30
Prefill Throughput Per User (tokens/sec/user),82309.62,65353.26,94105.27,5267815.83,66070.49,70060.74,72044.91,75349.02,85770.12,87061.97,88325.33,89342.08,93820.29,7138.61
Request Latency (ms),1738.51,1227.17,1776.26,111264.69,1322.18,1741.07,1744.37,1746.01,1749.76,1760.21,1763.87,1765.46,1774.70,79.83
Time to First Output Token (ms),87.81,76.18,109.70,5619.76,76.41,80.24,81.17,82.34,83.58,95.15,99.51,102.33,108.51,8.25
Time to First Token (ms),87.81,76.18,109.70,5619.76,76.41,80.24,81.17,82.34,83.58,95.15,99.51,102.33,108.51,8.25
Time to Second Token (ms),5.00,3.81,11.41,319.69,3.94,4.05,4.19,4.42,4.73,5.04,5.37,5.61,11.02,1.38
Tokens In Flight (tokens),14502.58,0.00,14850.00,,,,,,14577.53,,14787.00,14816.10,14840.01,997.35

Metric,Value
Benchmark Duration (sec),56.40
Input Token Throughput (tokens/sec),8132.76
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),283.60
Request Count,64.00
Request Throughput (requests/sec),1.13
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),15999.00
Total Output Tokens (tokens),15999.00
Total Token Throughput (tokens/sec),8416.36
