Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),527.25,0.00,13385.19,,,,,,567.98,,593.95,604.68,898.60,199.83
Active Decode Throughput Per User (tokens/sec/user),137.60,0.00,10336.62,,,,,,142.39,,149.16,153.66,255.77,54.20
Active Prefill Throughput (tokens/sec),116970.43,47455.08,304091.84,,,,,,127252.80,,159584.33,184203.66,304091.84,47620.69
Active Prefill Throughput Per User (tokens/sec/user),69265.46,47375.67,99667.25,,,,,,69372.41,,79792.16,80218.65,82503.17,8913.68
Active Total Throughput (tokens/sec),15444.57,142.24,304091.84,,,,,,560.95,,74346.05,136130.28,162011.52,42476.72
Credit-to-Start Latency (ms),4.41,2.81,8.36,282.22,3.05,3.89,4.04,4.12,4.22,4.42,4.91,5.41,8.30,0.82
Decode Duration (ms),1804.89,1774.92,1826.96,115512.67,1775.25,1778.98,1781.99,1800.72,1805.70,1812.03,1819.79,1821.57,1826.69,12.80
E2E Output Token Throughput (tokens/sec/user),132.62,127.21,138.02,8487.54,127.67,128.30,129.54,131.38,132.95,133.99,134.77,134.93,136.73,2.08
Effective Concurrency,3.97,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.21
Effective Decode Concurrency,3.75,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.67
Effective Decode Throughput (tokens/sec),524.70,0.00,13385.19,,,,,,567.85,,593.85,604.62,888.02,202.67
Effective Decode Throughput Per User (tokens/sec/user),136.94,0.00,10336.62,,,,,,142.34,,149.15,153.61,255.77,54.90
Effective Latency (CO-aware) (ms),1913.94,1850.37,1947.16,122492.01,1863.59,1887.12,1897.31,1906.97,1914.04,1922.17,1933.46,1943.59,1946.38,16.75
Effective Prefill Concurrency,0.22,0.00,4.00,,,,,,0.00,,1.00,2.00,3.00,0.62
Effective Prefill Throughput (tokens/sec),14913.68,0.00,304091.84,,,,,,0.00,,73925.80,135856.65,161872.49,42557.91
Effective Prefill Throughput Per User (tokens/sec/user),8831.31,0.00,99667.25,,,,,,0.00,,63626.40,72855.28,79903.77,23320.45
Effective Total Throughput (tokens/sec),15438.38,0.00,304091.84,,,,,,560.95,,74346.05,136130.28,162011.52,42469.32
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,252.69,249.00,256.00,16172.00,249.00,250.00,250.30,252.00,253.00,254.00,254.00,255.85,256.00,1.59
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),63.70,62.66,64.63,4076.96,62.82,62.98,63.10,63.51,63.74,63.94,64.13,64.36,64.60,0.40
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1909.31,1847.30,1941.72,122195.95,1860.26,1883.50,1891.29,1902.28,1909.58,1916.86,1928.38,1939.20,1941.15,16.56
HTTP Receiving (ms),1804.89,1774.93,1826.97,115513.11,1775.25,1778.99,1782.00,1800.72,1805.72,1812.04,1819.79,1821.58,1826.71,12.80
