Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Total Throughput (tokens/sec),960.21,0.00,21351.43,,,,,,330.41,,332.19,333.06,21064.65,3451.29
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,255.62,249.00,257.00,16360.00,250.26,252.00,253.00,255.00,256.50,257.00,257.00,257.00,257.00,1.82
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.98,76.98,79.56,5054.47,77.36,77.86,78.17,78.72,79.20,79.38,79.47,79.51,79.56,0.55
HTTP Data Sent (KB),2.21,2.01,2.46,141.56,2.04,2.07,2.10,2.15,2.21,2.27,2.32,2.34,2.41,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1584.19,1575.01,1590.53,101387.99,1575.72,1580.63,1581.29,1583.17,1584.17,1585.66,1586.97,1587.81,1589.25,2.52
HTTP Receiving (ms),1535.28,1525.46,1540.71,98258.02,1526.28,1531.57,1532.21,1534.05,1535.32,1537.06,1538.60,1539.72,1540.65,2.79
HTTP Sending (ms),0.38,0.34,0.70,24.43,0.34,0.34,0.34,0.35,0.36,0.38,0.42,0.54,0.70,0.07
HTTP Total Time (ms),1584.19,1575.01,1590.53,101387.99,1575.72,1580.63,1581.29,1583.17,1584.17,1585.66,1586.97,1587.81,1589.25,2.52
HTTP Waiting (TTFB) (ms),48.52,46.36,54.53,3105.54,46.38,46.77,46.85,47.46,48.40,49.39,50.20,50.80,52.94,1.46
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.05,0.00,24.24,98173.84,4.51,5.42,5.61,5.84,6.03,6.22,6.43,6.59,7.55,0.70
Inter Token Latency (ms),6.06,5.98,6.37,388.01,5.99,6.00,6.01,6.02,6.03,6.09,6.15,6.16,6.30,0.07
OSL Mismatch Diff % (%),-0.76,-5.47,0.00,-48.83,-4.48,-2.34,-2.23,-1.17,-0.20,0.00,0.00,0.00,0.00,1.08
Output Sequence Length (tokens),254.05,242.00,256.00,16259.00,244.52,250.00,250.30,253.00,255.50,256.00,256.00,256.00,256.00,2.76
Output Token Count (tokens),254.05,242.00,256.00,16259.00,244.52,250.00,250.30,253.00,255.50,256.00,256.00,256.00,256.00,2.76
Output Token Throughput Per User (tokens/sec/user),164.96,157.09,167.25,10557.66,158.68,162.29,162.71,164.26,165.73,166.14,166.42,166.58,166.89,1.80
Prefill Throughput Per User (tokens/sec/user),10438.08,9282.03,10912.83,668036.88,9572.12,9950.50,10092.09,10255.86,10454.97,10667.04,10808.73,10826.64,10908.70,305.72
Request Latency (ms),1583.06,1546.78,1588.84,101315.89,1563.55,1578.72,1580.45,1582.87,1583.82,1585.12,1586.75,1587.68,1588.57,5.33
Time to First Output Token (ms),49.09,46.92,55.16,3142.05,46.94,47.29,47.37,48.00,48.97,49.92,50.73,51.46,53.52,1.48
Time to First Token (ms),49.09,46.92,55.16,3142.05,46.94,47.29,47.37,48.00,48.97,49.92,50.73,51.46,53.52,1.48
Time to Second Token (ms),3.72,0.00,9.26,238.13,0.00,1.98,2.79,3.18,3.50,4.29,4.89,5.43,7.71,1.29
Tokens In Flight (tokens),1264.31,0.00,1535.00,,,,,,1269.52,,1478.11,1505.00,1525.03,168.68

Metric,Value
Benchmark Duration (sec),50.98
Input Token Throughput (tokens/sec),642.61
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),318.85
Request Count,64.00
Request Throughput (requests/sec),1.26
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),16259.00
Total Output Tokens (tokens),16259.00
Total Token Throughput (tokens/sec),961.46
