Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),155.35,0.00,450.95,,,,,,156.40,,164.84,168.56,186.72,13.92
Active Decode Throughput Per User (tokens/sec/user),155.35,0.00,450.95,,,,,,156.40,,164.84,168.56,186.72,13.92
Active Prefill Throughput (tokens/sec),34030.47,23121.48,37668.16,,,,,,34231.88,,34597.54,34919.24,37668.16,1754.51
Active Prefill Throughput Per User (tokens/sec/user),34030.47,23121.48,37668.16,,,,,,34231.88,,34597.54,34919.24,37668.16,1754.51
Active Total Throughput (tokens/sec),4035.28,150.59,37668.16,,,,,,156.34,,33857.86,34259.19,34650.84,10804.24
Credit-to-Start Latency (ms),4.46,3.86,7.36,285.40,3.86,4.11,4.15,4.22,4.30,4.51,4.78,5.30,6.44,0.51
Decode Duration (ms),1627.73,1617.75,1631.54,104174.60,1618.30,1620.37,1622.47,1627.48,1628.76,1629.66,1630.50,1631.14,1631.51,3.17
E2E Output Token Throughput (tokens/sec/user),138.17,131.24,140.25,8842.92,132.80,134.45,135.91,137.37,139.01,139.35,139.60,139.79,140.00,1.76
Effective Concurrency,0.99,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.07
Effective Decode Concurrency,0.88,0.00,1.00,,,,,,1.00,,1.00,1.00,1.00,0.32
Effective Decode Throughput (tokens/sec),136.85,0.00,450.95,,,,,,155.44,,164.23,167.74,183.88,51.98
Effective Decode Throughput Per User (tokens/sec/user),136.85,0.00,450.95,,,,,,155.44,,164.23,167.74,183.88,51.98
Effective Latency (CO-aware) (ms),1843.70,1824.49,1932.77,117996.83,1831.08,1836.68,1837.94,1840.79,1843.35,1844.10,1845.58,1847.06,1879.42,11.79
Effective Prefill Concurrency,0.11,0.00,1.00,,,,,,0.00,,1.00,1.00,1.00,0.32
Effective Prefill Throughput (tokens/sec),3877.82,0.00,37668.16,,,,,,0.00,,33857.86,34259.19,34650.84,10829.47
Effective Prefill Throughput Per User (tokens/sec/user),3877.82,0.00,37668.16,,,,,,0.00,,33857.86,34259.19,34650.84,10829.47
Effective Total Throughput (tokens/sec),4014.68,0.00,37668.16,,,,,,156.32,,33857.86,34259.19,34650.84,10780.47
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,255.56,250.00,257.00,16356.00,250.63,252.00,253.00,254.75,257.00,257.00,257.00,257.00,257.00,1.85
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.95,77.27,79.51,5052.62,77.47,78.00,78.21,78.62,79.17,79.35,79.44,79.45,79.50,0.54
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1839.05,1820.05,1928.65,117699.15,1826.15,1831.83,1833.51,1835.88,1838.85,1839.61,1840.77,1841.89,1874.88,11.86
HTTP Receiving (ms),1628.60,1618.83,1631.85,104230.29,1619.73,1622.63,1624.29,1628.14,1629.54,1630.44,1631.09,1631.48,1631.81,2.95
HTTP Sending (ms),0.40,0.34,1.65,25.61,0.35,0.35,0.35,0.35,0.36,0.38,0.44,0.45,1.06,0.17
HTTP Total Time (ms),1839.05,1820.05,1928.65,117699.15,1826.15,1831.83,1833.51,1835.88,1838.85,1839.61,1840.77,1841.89,1874.88,11.86
HTTP Waiting (TTFB) (ms),210.05,189.75,309.17,13443.25,196.28,205.00,206.85,208.19,208.82,209.38,211.00,212.69,249.70,12.87
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),6.42,3.07,20.15,104174.60,5.18,5.89,6.03,6.21,6.37,6.54,6.75,6.97,8.21,0.67
Inter Token Latency (ms),6.43,6.35,6.63,411.80,6.36,6.37,6.37,6.39,6.41,6.47,6.54,6.59,6.63,0.07
OSL Mismatch Diff % (%),-0.78,-4.30,0.39,-50.00,-3.80,-3.07,-2.34,-1.17,-0.39,0.00,0.00,0.00,0.14,1.07
Output Sequence Length (tokens),254.00,245.00,257.00,16256.00,246.26,248.15,250.00,253.00,255.00,256.00,256.00,256.00,256.37,2.74
Output Token Count (tokens),254.00,245.00,257.00,16256.00,246.26,248.15,250.00,253.00,255.00,256.00,256.00,256.00,256.37,2.74
Output Token Throughput Per User (tokens/sec/user),155.43,150.75,157.40,9947.60,150.89,151.75,153.00,154.67,156.06,156.56,156.87,157.08,157.31,1.65
Prefill Throughput Per User (tokens/sec/user),34120.93,23121.48,37668.14,2183739.36,29516.41,33601.41,33845.07,34121.92,34233.31,34336.88,34568.13,34880.23,36441.36,1488.58
Request Latency (ms),1838.39,1818.20,1927.80,117656.82,1825.10,1830.58,1832.31,1834.72,1838.12,1839.22,1840.61,1841.84,1874.53,11.92
Time to First Output Token (ms),210.66,190.32,310.06,13482.21,196.84,205.53,207.39,208.78,209.40,210.10,211.82,213.36,250.46,12.91
Time to First Token (ms),210.66,190.32,310.06,13482.21,196.84,205.53,207.39,208.78,209.40,210.10,211.82,213.36,250.46,12.91
Time to Second Token (ms),7.07,5.18,14.55,452.45,5.67,6.11,6.47,6.75,6.94,7.26,7.46,7.58,10.97,1.07
Tokens In Flight (tokens),7243.95,0.00,7426.00,,,,,,7279.00,,7394.00,7408.00,7420.00,524.98

Metric,Value
Benchmark Duration (sec),118.30
Input Token Throughput (tokens/sec),3877.82
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),137.40
Request Count,64.00
Request Throughput (requests/sec),0.54
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16256.00
Total Output Tokens (tokens),16256.00
Total Token Throughput (tokens/sec),4015.22


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
