Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),329.12,0.00,13561.27,,,,,,330.99,,341.79,347.38,391.86,121.55
Active Decode Throughput Per User (tokens/sec/user),165.16,0.00,6780.64,,,,,,165.53,,171.05,174.24,213.77,60.94
Active Prefill Throughput (tokens/sec),16776.60,5929.28,20926.45,,,,,,18974.37,,20008.72,20432.43,20926.45,3884.36
Active Prefill Throughput Per User (tokens/sec/user),9080.58,5929.28,11255.18,,,,,,9607.40,,10032.24,10277.80,10463.23,1167.05
Active Total Throughput (tokens/sec),959.12,159.40,20926.45,,,,,,330.43,,332.98,334.69,19555.34,3246.10
Credit-to-Start Latency (ms),4.13,2.91,7.65,264.41,2.96,3.71,3.89,3.95,4.02,4.18,4.51,4.84,6.46,0.59
Decode Duration (ms),1532.81,1495.84,1549.70,98099.90,1511.58,1523.85,1529.09,1532.27,1533.84,1535.30,1536.39,1536.97,1542.65,6.14
E2E Output Token Throughput (tokens/sec/user),159.87,150.24,161.89,10231.59,153.20,156.39,157.65,158.88,160.68,161.33,161.47,161.71,161.87,2.05
Effective Concurrency,1.99,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.13
Effective Decode Concurrency,1.92,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.39
Effective Decode Throughput (tokens/sec),316.54,0.00,13561.27,,,,,,330.59,,341.48,347.08,383.17,134.88
Effective Decode Throughput Per User (tokens/sec/user),158.85,0.00,6780.64,,,,,,165.33,,170.92,173.99,209.58,67.64
Effective Latency (CO-aware) (ms),1593.96,1585.97,1621.65,102013.71,1586.27,1587.09,1589.10,1590.02,1591.10,1593.34,1604.90,1613.94,1621.52,7.87
Effective Prefill Concurrency,0.07,0.00,2.00,,,,,,0.00,,0.00,0.00,2.00,0.36
Effective Prefill Throughput (tokens/sec),640.44,0.00,20926.45,,,,,,0.00,,0.00,0.00,19555.34,3303.05
Effective Prefill Throughput Per User (tokens/sec/user),346.64,0.00,11255.18,,,,,,0.00,,0.00,0.00,9834.67,1754.87
Effective Total Throughput (tokens/sec),956.98,0.00,20926.45,,,,,,330.43,,332.98,334.69,19555.34,3242.79
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,255.61,254.00,256.00,16359.00,254.63,255.00,255.00,255.00,256.00,256.00,256.00,256.00,256.00,0.52
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),64.42,63.96,64.68,4122.81,63.98,64.08,64.18,64.31,64.45,64.56,64.60,64.62,64.68,0.17
HTTP Data Sent (KB),2.21,2.01,2.46,141.56,2.04,2.07,2.10,2.15,2.21,2.27,2.32,2.34,2.41,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1589.64,1580.67,1618.43,101736.77,1581.18,1582.07,1584.86,1585.70,1586.70,1589.18,1601.45,1609.73,1617.44,8.04
HTTP Receiving (ms),1533.39,1520.83,1549.70,98136.89,1520.96,1526.44,1529.49,1532.33,1533.85,1535.31,1536.40,1536.98,1542.66,4.00
HTTP Sending (ms),0.40,0.34,1.39,25.40,0.34,0.34,0.34,0.35,0.35,0.38,0.45,0.61,0.95,0.14
HTTP Total Time (ms),1589.64,1580.67,1618.43,101736.77,1581.18,1582.07,1584.86,1585.70,1586.70,1589.18,1601.45,1609.73,1617.44,8.04
HTTP Waiting (TTFB) (ms),55.85,43.46,85.56,3574.48,44.63,48.76,49.88,50.78,52.97,58.47,66.69,75.55,84.52,8.47
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.05,0.14,24.37,98099.90,0.71,5.64,5.80,5.93,6.03,6.12,6.27,6.46,11.42,1.23
Inter Token Latency (ms),6.06,5.96,6.36,387.70,5.98,6.00,6.00,6.01,6.03,6.09,6.14,6.17,6.30,0.07
OSL Mismatch Diff % (%),-0.76,-5.47,0.00,-48.44,-4.48,-2.34,-2.23,-1.17,-0.20,0.00,0.00,0.00,0.00,1.08
Output Sequence Length (tokens),254.06,242.00,256.00,16260.00,244.52,250.00,250.30,253.00,255.50,256.00,256.00,256.00,256.00,2.77
Output Token Count (tokens),254.06,242.00,256.00,16260.00,244.52,250.00,250.30,253.00,255.50,256.00,256.00,256.00,256.00,2.77
Output Token Throughput Per User (tokens/sec/user),165.10,157.32,167.67,10566.33,158.63,162.16,162.96,164.18,165.88,166.32,166.61,166.77,167.29,1.85
Prefill Throughput Per User (tokens/sec/user),9236.69,5929.28,11255.14,591147.94,5997.95,6735.57,7617.78,8679.70,9569.53,9963.50,10146.03,10360.67,11189.95,1130.00
Request Latency (ms),1589.26,1552.07,1618.66,101712.68,1570.49,1581.85,1583.73,1585.82,1586.86,1589.35,1601.65,1609.93,1617.69,9.30
Time to First Output Token (ms),56.45,45.49,86.35,3612.78,45.76,49.42,50.46,51.39,53.50,58.99,67.23,76.09,85.37,8.46
Time to First Token (ms),56.45,45.49,86.35,3612.78,45.76,49.42,50.46,51.39,53.50,58.99,67.23,76.09,85.37,8.46
Time to Second Token (ms),3.30,0.62,7.23,211.49,0.62,0.65,1.24,3.23,3.50,3.83,3.98,4.23,5.53,1.10
Tokens In Flight (tokens),1263.30,0.00,1535.00,,,,,,1268.52,,1478.00,1504.06,1525.02,169.74

Metric,Value
Benchmark Duration (sec),51.16
Input Token Throughput (tokens/sec),640.44
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),317.79
Request Count,64.00
Request Throughput (requests/sec),1.25
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),16260.00
Total Output Tokens (tokens),16260.00
Total Token Throughput (tokens/sec),958.23


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
