Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),637.72,0.00,5850.20,,,,,,644.82,,698.30,722.95,809.22,74.68
Active Decode Throughput Per User (tokens/sec/user),160.51,0.00,4539.19,,,,,,161.40,,175.01,181.64,209.01,22.71
Active Prefill Throughput (tokens/sec),28458.25,5647.98,42330.20,,,,,,36302.33,,41607.32,42122.15,42330.20,14196.63
Active Prefill Throughput Per User (tokens/sec/user),8886.40,5647.98,10748.41,,,,,,9258.19,,10401.83,10530.54,10582.55,1665.94
Active Total Throughput (tokens/sec),1879.48,142.65,42330.20,,,,,,649.07,,658.61,658.61,40574.89,6466.42
Credit-to-Start Latency (ms),4.39,2.33,7.26,281.17,2.70,3.68,4.01,4.15,4.27,4.54,4.93,5.69,6.89,0.69
Decode Duration (ms),1542.73,522.87,1568.90,98734.50,1153.20,1526.91,1538.08,1560.76,1562.61,1564.44,1565.89,1566.94,1568.49,128.97
E2E Output Token Throughput (tokens/sec/user),157.15,138.90,160.68,10057.65,144.09,153.97,155.03,156.73,157.87,158.61,158.90,159.94,160.63,3.11
Effective Concurrency,3.98,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.26
Effective Decode Concurrency,3.84,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.75
Effective Decode Throughput (tokens/sec),615.90,0.00,5850.20,,,,,,643.38,,697.21,721.86,808.76,137.20
Effective Decode Throughput Per User (tokens/sec/user),155.02,0.00,4539.19,,,,,,161.01,,174.74,181.27,207.19,36.74
Effective Latency (CO-aware) (ms),1619.29,1599.72,1637.39,103634.24,1599.88,1602.51,1616.78,1617.85,1619.23,1620.28,1624.77,1632.17,1634.27,6.62
Effective Prefill Concurrency,0.13,0.00,4.00,,,,,,0.00,,0.00,0.00,4.00,0.69
Effective Prefill Throughput (tokens/sec),1260.66,0.00,42330.20,,,,,,0.00,,0.00,0.00,40574.89,6573.80
Effective Prefill Throughput Per User (tokens/sec/user),393.65,0.00,10748.41,,,,,,0.00,,0.00,0.00,10191.16,1861.76
Effective Total Throughput (tokens/sec),1876.56,0.00,42330.20,,,,,,649.07,,658.61,658.61,40574.89,6461.80
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,252.14,89.00,257.00,16137.00,180.35,248.00,251.30,254.00,255.50,257.00,257.00,257.00,257.00,20.91
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.10,27.21,79.49,4998.27,55.64,77.86,78.44,78.78,79.20,79.36,79.41,79.44,79.48,6.48
HTTP Data Sent (KB),2.21,2.01,2.46,141.56,2.04,2.07,2.10,2.15,2.21,2.27,2.32,2.34,2.41,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1614.67,1594.97,1628.84,103339.18,1595.18,1597.98,1611.24,1613.48,1614.55,1615.81,1621.11,1627.79,1628.63,6.60
HTTP Receiving (ms),1560.10,1525.20,1570.83,99846.64,1526.27,1527.69,1546.34,1561.69,1563.97,1565.64,1566.77,1567.79,1570.68,11.17
