Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2228.46,0.00,13907.36,,,,,,2396.30,,2601.68,2679.40,4963.78,794.30
Active Decode Throughput Per User (tokens/sec/user),140.33,0.00,869.21,,,,,,149.77,,162.60,167.46,310.24,47.60
Active Prefill Throughput (tokens/sec),32088.45,1305.34,120176.21,,,,,,23627.29,,62594.58,65209.23,120176.21,22132.11
Active Prefill Throughput Per User (tokens/sec/user),2338.10,1305.34,9330.19,,,,,,1575.15,,4065.15,4104.96,7511.01,1389.49
Active Total Throughput (tokens/sec),6387.94,153.99,120176.21,,,,,,2407.25,,20363.74,27123.21,65209.23,12975.20
Credit-to-Start Latency (ms),5.23,1.71,12.49,669.72,1.72,2.63,3.77,4.11,4.67,6.51,6.99,7.95,11.65,1.81
Decode Duration (ms),1653.47,760.51,1889.37,211643.65,906.33,1642.96,1644.12,1648.78,1660.66,1671.78,1709.80,1709.95,1884.87,128.95
E2E Output Token Throughput (tokens/sec/user),134.14,106.58,148.93,17169.49,121.08,123.73,124.15,126.09,128.32,143.30,145.27,147.35,148.33,9.28
Effective Concurrency,15.89,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,1.05
Effective Decode Concurrency,14.02,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,5.08
Effective Decode Throughput (tokens/sec),2093.07,0.00,13907.36,,,,,,2381.63,,2596.86,2671.08,4939.26,935.93
Effective Decode Throughput Per User (tokens/sec/user),131.80,0.00,869.21,,,,,,148.85,,162.30,166.94,308.76,57.03
Effective Latency (CO-aware) (ms),1902.05,1720.64,2057.49,243462.22,1728.58,1729.80,1741.15,1783.45,1906.69,2020.44,2048.79,2053.51,2056.66,126.44
Effective Prefill Concurrency,1.87,0.00,16.00,,,,,,0.00,,15.00,16.00,16.00,4.94
Effective Prefill Throughput (tokens/sec),4289.96,0.00,120176.21,,,,,,0.00,,19954.41,27123.21,65209.23,13591.93
Effective Prefill Throughput Per User (tokens/sec/user),312.58,0.00,9330.19,,,,,,0.00,,1534.95,1722.06,4075.58,944.07
Effective Total Throughput (tokens/sec),6383.03,0.00,120176.21,,,,,,2407.25,,20363.74,27123.21,65209.23,12971.42
