Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),294.95,0.00,12516.81,,,,,,305.99,,318.37,323.31,369.03,114.85
Active Decode Throughput Per User (tokens/sec/user),149.99,0.00,6258.41,,,,,,153.12,,159.49,162.53,209.09,62.26
Active Prefill Throughput (tokens/sec),100617.25,46448.75,160237.05,,,,,,81301.06,,146802.65,152268.63,160237.05,36019.67
Active Prefill Throughput Per User (tokens/sec/user),67637.39,46448.75,83799.87,,,,,,68398.87,,76658.76,78827.99,81498.86,8099.44
Active Total Throughput (tokens/sec),8357.57,149.51,160237.05,,,,,,305.77,,308.86,75143.42,144505.87,29114.24
Credit-to-Start Latency (ms),4.32,2.89,8.24,276.37,3.38,3.72,3.90,4.10,4.23,4.40,4.68,4.83,6.78,0.63
Decode Duration (ms),1660.22,1641.94,1680.52,106254.21,1643.96,1647.56,1649.72,1653.27,1657.62,1668.88,1670.70,1672.03,1678.12,8.89
E2E Output Token Throughput (tokens/sec/user),142.26,53.46,146.87,9104.51,95.10,140.26,141.43,143.03,144.50,145.25,145.65,146.01,146.81,11.74
Effective Concurrency,1.99,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.10
Effective Decode Concurrency,1.87,0.00,2.00,,,,,,2.00,,2.00,2.00,2.00,0.45
Effective Decode Throughput (tokens/sec),281.83,0.00,12516.81,,,,,,305.31,,318.05,323.01,366.67,127.68
Effective Decode Throughput Per User (tokens/sec/user),143.32,0.00,6258.41,,,,,,152.81,,159.34,162.18,207.25,68.26
Effective Latency (CO-aware) (ms),1770.63,1747.18,1807.16,113320.35,1748.14,1749.05,1753.59,1764.10,1768.93,1777.24,1786.23,1792.57,1802.15,12.22
Effective Prefill Concurrency,0.12,0.00,2.00,,,,,,0.00,,0.00,1.00,2.00,0.43
Effective Prefill Throughput (tokens/sec),8074.10,0.00,160237.05,,,,,,0.00,,0.00,74990.24,144505.87,29177.30
Effective Prefill Throughput Per User (tokens/sec/user),5427.61,0.00,83799.87,,,,,,0.00,,0.00,66229.24,76357.35,18517.95
Effective Total Throughput (tokens/sec),8355.93,0.00,160237.05,,,,,,305.77,,308.86,75143.42,144505.87,29111.61
